;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;6147;1700;525;349;1514;517;342;3;2;1;2930;1056;172;8;19;;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;9;8;6;8;;;;;;;1;;1;;;;
4;7 лет;208;164;44;149;;;;;;;44;16;41;;;;
5;8 лет;490;345;120;142;;;;;;;145;53;103;1;;;
6;9 лет;596;395;122;43;;;;;;;201;67;25;;3;;
7;10 лет;660;393;117;6;1;1;1;;;;266;85;1;2;3;;
8;11 лет;732;311;95;1;93;26;85;;;;328;114;;;;;
9;12 лет;699;77;18;;272;103;186;;;;350;132;1;1;2;;
10;13 лет;663;7;3;;323;115;50;;;;333;116;;1;2;;
11;14 лет;677;;;;325;116;9;;;;352;117;;2;2;;
12;15 лет;695;;;;365;113;11;;;;330;118;;1;6;;
13;16 лет;372;;;;109;34;;;;;263;94;;;;;
14;17 лет;159;;;;21;8;;1;1;;137;46;;;1;;
15;18 лет;53;;;;5;1;;1;1;1;47;21;;;;;
16;19 лет;29;;;;;;;1;;;28;12;;;;;
17;20 лет;3;;;;;;;;;;3;2;;;;;
18;21 год;1;;;;;;;;;;1;1;;;;;
19;22 года;2;;;;;;;;;;2;2;;;;;
20;23 года;2;;;;;;;;;;2;1;;;;;
21;24 года;7;;;;;;;;;;7;3;;;;;
22;25 лет;7;;;;;;;;;;7;3;;;;;
23;26 лет;10;;;;;;;;;;10;6;;;;;
24;27 лет;10;;;;;;;;;;10;6;;;;;
25;28 лет;6;;;;;;;;;;6;2;;;;;
26;29 лет;1;;;;;;;;;;1;1;;;;;
27;30–34 года;9;;;;;;;;;;9;7;;;;;
28;35–39 лет;15;;;;;;;;;;15;11;;;;;
29;40 лет и старше;32;;;;;;;;;;32;20;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
