;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);144541;895;;971;;65;2
2;Образовательные программы начального общего образования;59874;;;343;;6;
3;из них адаптированные;4236;;;42;;6;
4;в том числе:           для глухих;3;;;;;;
5;для слабослышащих и позднооглохших;50;;;1;;;
6;для слепых;5;;;;;;
7;для слабовидящих;162;;;;;2;
8;с тяжелыми нарушениями речи;986;;;11;;;
9;с нарушениями опорно-двигательного аппарата;111;;;2;;2;
10;с задержкой психического развития;2879;;;28;;2;
11;с расстройствами аутистического спектра;40;;;;;;
12;Образовательные программы основного общего образования;72824;820;8;526;;40;2
13;из них адаптированные;5605;83;5;93;;6;
14;в том числе:           для глухих;;;;;;;
15;для слабослышащих и позднооглохших;77;;;;;;
16;для слепых;6;;;;;;
17;для слабовидящих;77;;;;;1;
18;с тяжелыми нарушениями речи;247;;;1;;;
19;с нарушениями опорно-двигательного аппарата;148;;;2;;2;
20;с задержкой психического развития;5039;83;5;90;;3;
21;с расстройствами аутистического спектра;11;;;;;;
22;Образовательные программы среднего общего образования;8788;75;5;83;;19;
23;из них адаптированные;13;;;;;1;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;2;;;;;;
27;для слабовидящих;3;;;;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;7;;;;;1;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);3055;;;19;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);19;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;13;;;;;;
35;основного общего образования (из строки 12);23;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;16;;;;;;
37;среднего общего образования (из строки 22);2;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);6;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;6;;;;;;
