;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);12911;1287;;106;;69;12842;69;;359;359;3;17;;;13270;242;19;1;;;1
2;в том числе:       получили аттестат об основном общем образовании;12573;1273;;105;;69;12516;57;;352;352;3;17;;;12925;196;18;;;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;3030;8;;5;;9;3028;2;;3;3;;2;;;3033;;;;;;
4;получили на ГИА неудовлетворительные результаты;297;10;;;;;285;12;;7;7;;;;;304;38;;;;;
5;не участвовали в ГИА;41;4;;1;;;41;;;;;;;;;41;8;1;1;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;519;12;;;;;519;;;;;;;;;519;13;;;;;
7;в IV квартале прошлого года;1;;;;;;1;;;;;;;;;1;;;;;;
8;после 1 сентября текущего года;414;17;;;;;407;7;;7;7;;;;;421;14;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);3942;27;1;21;;32;3871;71;;1;1;1;;;;3943;54;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;3935;26;1;20;;31;3866;69;;1;1;1;;;;3936;53;;;;;
11;получили на ГИА неудовлетворительные результаты;2;1;;1;;1;2;;;;;;;;;2;1;;;;;
