;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);13687;830;731;650;558;847;742;1306;1184;1553;1422;1878;1733;2314;2120;1967;1732;1439;1190;903;740
2;в том числе:       руководящие работники – всего;955;8;6;21;13;47;40;73;65;133;123;184;172;241;227;149;130;75;67;24;22
3;из них:             директор;317;1;1;5;4;11;7;16;12;38;32;58;54;85;77;67;52;27;26;9;9
4;заместители директора;629;7;5;16;9;36;33;57;53;94;90;123;115;152;147;82;78;47;40;15;13
5;руководитель филиала;3;;;;;;;;;;;1;1;1;1;;;1;1;;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);9871;786;698;571;498;665;587;978;899;1083;1004;1339;1258;1630;1547;1343;1257;908;809;568;500
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);8345;669;593;468;407;538;470;770;703;870;813;1162;1103;1416;1349;1172;1101;804;719;476;420
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;2704;289;286;157;154;155;155;230;229;250;249;383;383;582;582;410;409;184;184;64;63
9;русского языка и литературы;1001;59;56;46;43;42;37;75;73;110;109;150;148;178;176;153;153;105;105;83;83
10;языка народов России и литературы;;;;;;;;;;;;;;;;;;;;;
11;истории, экономики, права, обществознания;534;57;40;53;35;60;48;49;40;53;40;47;43;65;58;61;57;53;41;36;33
12;информатики;180;16;9;6;4;17;9;22;12;30;25;33;30;30;25;17;11;4;2;5;4
13;физики;235;10;8;7;5;14;11;15;11;18;16;34;30;47;38;37;31;32;24;21;15
14;математики;750;57;44;52;48;26;26;56;54;73;69;97;95;105;105;118;117;95;94;71;67
15;химии;188;8;8;5;4;8;8;9;9;16;15;28;28;24;24;41;41;27;27;22;21
16;географии;255;10;8;11;11;10;9;23;19;32;28;37;36;45;44;38;37;38;35;11;9
17;биологии;229;14;13;12;11;16;16;26;23;25;24;22;22;30;30;45;45;28;28;11;11
18;иностранных языков;856;51;49;50;40;86;81;138;136;124;122;124;124;87;87;63;61;76;74;57;55
19;из них:                         английского языка;742;49;47;50;40;79;74;121;120;115;113;111;111;73;73;46;44;56;54;42;40
20;немецкого языка;110;2;2;;;7;7;17;16;9;9;13;13;14;14;15;15;19;19;14;14
21;французского языка;4;;;;;;;;;;;;;;;2;2;1;1;1;1
22;китайского языка;;;;;;;;;;;;;;;;;;;;;
23;физической культуры;540;61;39;35;24;57;35;65;44;53;39;70;48;78;58;60;31;40;21;21;9
24;труда (технологии);369;8;7;10;7;17;10;30;24;30;23;67;51;59;46;52;40;56;26;40;19
25;музыки и пения;184;13;13;10;8;12;12;11;11;21;21;30;29;33;33;25;25;19;19;10;10
26;изобразительного искусства, черчения;107;5;5;5;4;7;7;3;3;14;13;21;21;18;17;16;16;16;15;2;2
27;основ безопасности и защиты Родины;69;2;1;1;1;6;2;5;3;5;4;8;4;10;2;15;6;11;4;6;3
28;основ духовно-нравственной культуры народов России;9;2;1;;;;;;;2;2;1;1;1;1;2;2;1;1;;
29;прочих предметов;135;7;6;8;8;5;4;13;12;14;14;10;10;24;23;19;19;19;19;16;16
30;учителя-логопеды;169;12;12;12;12;19;19;30;30;21;21;24;24;27;27;18;18;3;3;3;3
31;учителя-дефектологи;79;10;10;12;12;5;5;11;11;12;11;16;15;8;8;3;3;2;2;;
32;из них:                      олигофренопедагог;32;2;2;8;8;3;3;3;3;4;4;6;6;3;3;2;2;1;1;;
33;тифлопедагог;2;;;;;;;1;1;;;;;1;1;;;;;;
34;сурдопедагог;2;;;;;1;1;;;;;1;1;;;;;;;;
35;социальные педагоги;173;7;7;7;7;14;14;36;35;28;28;24;23;23;23;15;15;8;8;11;11
36;педагоги дополнительного образования;159;16;10;10;6;8;6;12;8;23;15;13;10;19;15;18;13;16;14;24;20
37;педагоги-психологи;237;27;25;15;15;26;26;42;42;48;48;29;28;23;23;18;18;7;7;2;2
38;воспитатели;283;11;10;16;9;14;7;24;20;27;18;39;25;60;52;47;40;28;21;17;13
39;мастера производственного обучения;3;;;;;;;;;;;;;;;;;2;;1;
40;тьюторы;79;3;3;4;4;6;6;11;11;14;14;6;6;8;8;9;9;6;6;12;11
41;советники директора по воспитанию и взаимодействию                с детскими общественными объединениям;61;11;11;8;8;13;13;10;10;8;8;4;4;6;6;1;1;;;;
42;другие;283;20;17;19;18;22;21;32;29;32;28;22;20;40;36;42;39;32;29;22;20
