;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);765;70;6;6;67;56;85;77;55;104;108;131;;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);763;70;6;6;66;56;85;77;55;104;107;131;;;
3;в том числе (из строки 02) обучались:       очно;763;70;6;6;66;56;85;77;55;104;107;131;;;
4;очно-заочно;;;;;;;;;;;;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;722;70;;;55;51;85;77;55;104;107;118;;;
7;10 лет;27;;6;6;11;;;;;;;4;;;
8;11 лет;;;;;;;;;;;;;;;
9;12 лет;14;;;;;5;;;;;;9;;;
10;13 лет;;;;;;;;;;;;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);2;;;;1;;;;;;1;;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;2;;;;1;;;;;;1;;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;2;;;;1;;;;;;1;;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
