;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);14109;698;12;99;2;26;14003;65;41;27;21;;15;;;14136;25;;;;;
2;в том числе:       получили аттестат об основном общем образовании;13628;638;9;78;2;25;13562;30;36;27;21;;15;;;13655;20;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;4939;31;1;17;1;14;4915;6;18;;;;;;;4939;1;;;;;
4;получили на ГИА неудовлетворительные результаты;378;;;;;;346;29;3;;;;;;;378;3;;;;;
5;не участвовали в ГИА;103;60;3;21;;1;95;6;2;;;;;;;103;2;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;617;1;;1;;;617;;;;;;;;;617;1;;;;;
7;в IV квартале прошлого года;682;11;;2;;;682;;;6;6;;;;;688;;;;;;
8;после 1 сентября текущего года;526;5;;1;;;516;8;2;;;;;;;526;3;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);4812;24;2;15;2;3;4620;118;74;;;;;;;4812;5;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;4674;23;2;14;2;3;4520;83;71;;;;;;;4674;5;;;;;
11;получили на ГИА неудовлетворительные результаты;132;;;;;;99;32;1;;;;;;;132;;;;;;
12;не участвовали в ГИА;6;1;;1;;;1;3;2;;;;;;;6;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;659;2;;2;;;659;;;;;;;;;659;;;;;;
14;в IV квартале прошлого года;346;1;;1;;;346;;;;;;;;;346;;;;;;
15;после 1 сентября текущего года;37;;;;;;35;1;1;;;;;;;37;;;;;;
