;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;7648;800;825;852;865;784;792;758;776;786;209;200;1;
2;В них обучающихся, чел.;130601;13147;13783;14293;14918;13819;14154;13332;13798;13975;2958;2420;4;
3;Число классов с углубленным изучением отдельных предметов, ед.;487;;8;8;8;20;15;37;20;18;173;180;;
4;В них обучающихся, чел.;7735;;199;225;214;514;374;611;383;346;2607;2262;;
5;Число гимназических классов, ед.;60;;;;;9;9;9;10;9;7;7;;
6;В них обучающихся, чел.;1492;;;;;253;247;221;246;204;160;161;;
7;Число лицейских классов, ед.;3;;;;;;;;;;2;1;;
8;В них обучающихся, чел.;53;;;;;;;;;;30;23;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;8198;800;833;860;873;813;816;804;806;813;391;388;1;
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";139881;13147;13982;14518;15132;14586;14775;14164;14427;14525;5755;4866;4;
11;в том числе обучаются:          очно;139051;13130;13971;14502;15108;14567;14737;14114;14344;14372;5507;4695;4;
12;очно-заочно;547;15;10;15;23;18;36;47;53;92;148;90;;
13;заочно;283;2;1;1;1;1;2;3;30;61;100;81;;
14;Из строки 10:          воспитанники (без приходящих учащихся);1743;158;167;188;172;186;174;186;168;203;71;70;;
15;девочки;68306;6498;6825;7206;7423;7079;7046;6753;6924;7058;2951;2542;1;
16;оставленные на повторное обучение;703;169;68;42;48;31;35;68;88;117;34;3;;
17;лица с ограниченными возможностями здоровья;7580;323;525;790;954;832;1048;1016;1014;1025;28;25;;
18;из них:                инвалиды;87;7;8;14;12;5;4;9;8;20;;;;
19;дети-инвалиды;1478;135;127;148;172;155;170;176;164;185;24;22;;
20;инвалиды (кроме учтенных в строке 18);17;;;;1;1;2;6;3;1;2;1;;
21;дети-инвалиды (кроме учтенных в строке 19);538;34;45;41;58;58;53;60;63;63;36;27;;
22;дети-сироты и дети, оставшиеся без попечения родителей;1214;65;76;116;111;114;161;174;164;177;24;32;;
23;из них воспитанники (без приходящих учащихся);11;;1;;;;;1;6;2;1;;;
24;обучающиеся иностранные граждане;230;32;27;24;25;25;25;23;24;16;7;2;;
25;из них девочки;96;15;11;13;8;10;11;9;11;4;4;;;
26;обучающиеся лица без гражданства;52;10;6;9;5;3;5;5;5;1;3;;;
