;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;149079;57881;28322;13121;73573;36059;15041;17625;8930;9418;375;837;348;24
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;1;1;1;;;;;;;;;;
3;6 лет;997;997;582;929;;;;;;;;9;3;1
4;7 лет;12387;12387;6043;11081;;;;;;;;94;45;6
5;8 лет;14168;14168;7025;1062;;;;;;;2;110;43;2
6;9 лет;15097;15014;7459;39;83;25;40;;;;;116;55;3
7;10 лет;15274;13942;6760;6;1332;725;1236;;;;1;102;42;2
8;11 лет;15166;1274;417;3;13892;6980;12118;;;;;93;34;1
9;12 лет;15153;89;33;;15064;7441;1418;;;;2;77;34;2
10;13 лет;14384;7;1;;14376;6998;145;1;;1;1;78;30;
11;14 лет;14298;2;1;;14272;7065;28;24;9;23;3;74;28;2
12;15 лет;13688;;;;12610;6038;21;1078;611;980;15;50;23;4
13;16 лет;9943;;;;1671;707;35;8272;4252;7298;86;21;6;
14;17 лет;7608;;;;206;66;;7402;3775;899;57;10;5;1
15;18 лет;602;;;;37;8;;565;226;55;35;2;;
16;19 лет;52;;;;7;1;;45;20;11;19;;;
17;20 лет;28;;;;2;;;26;16;15;8;;;
18;21 год;18;;;;2;;;16;3;9;9;;;
19;22 года;19;;;;3;;;16;5;10;11;;;
20;23 года;20;;;;1;;;19;3;15;18;;;
21;24 года;11;;;;1;;;10;;9;10;;;
22;25 лет;17;;;;;;;17;1;14;15;;;
23;26 лет;17;;;;1;1;;16;;10;16;;;
24;27 лет;12;;;;1;;;11;1;7;11;;;
25;28 лет;13;;;;;;;13;1;9;11;;;
26;29 лет;11;;;;;;;11;2;10;8;1;;
27;30–34 года;25;;;;;;;25;1;12;13;;;
28;35–39 лет;32;;;;2;2;;30;1;16;12;;;
29;40 лет и старше;38;;;;10;2;;28;3;15;12;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
