;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);146909;14275;14866;15326;15061;14968;14639;14389;14075;13307;9059;6902;20;22
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);146782;14269;14862;15316;15053;14964;14634;14376;14065;13256;9049;6896;20;22
3;в том числе обучались:       очно;146500;14269;14862;15313;15053;14963;14633;14371;14052;13160;8972;6852;;
4;очно-заочно;248;;;;;;1;1;12;93;66;40;14;21
5;заочно;34;;;3;;1;;4;1;3;11;4;6;1
6;Численность экстернов, окончивших данный класс;127;6;4;10;8;4;5;13;10;51;10;6;;
7;из них (из стр.06)  обучались:       в форме семейного образования;118;6;4;10;8;4;5;13;10;48;6;4;;
8;в форме самообразования;6;;;;;;;;;;4;2;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
