;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);137403;45659;73138;17564;320;700;22;;137042;324;37
2;В том числе обучающиеся, которым:       преподается иностранный язык;136946;45234;73107;17563;320;700;22;;136588;324;34
3;из них преподается язык:             английский;136811;45179;73009;17581;320;700;22;849;136453;324;34
4;французский;1503;229;1106;168;;;;1009;1503;;
5;немецкий;726;;644;82;;;;411;726;;
6;итальянский;;;;;;;;;;;
7;испанский;73;;73;;;;;73;73;;
8;китайский;1390;65;1143;182;;;;1327;1390;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;427;;325;102;;;;394;427;;
13;японский;22;;21;1;;;;22;22;;
14;иврит;;;;;;;;;;;
15;другие;;;;;;;;;;;
16;не преподается иностранный язык;457;425;31;1;;;;;454;;3
17;из строки 16 – из-за отсутствия учителя иностранного языка;14;7;7;;;;;;14;;
18;Из строки 02 – изучают:             2 иностранных языка;3871;239;3223;409;;;;;3871;;
19;3 и более иностранных языка;214;;122;92;;;;;214;;
