;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;152414;149079;7065;122;1733;5;682;3335;3331;153;1943;;1;152037;335;42
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;6870;6832;183;4;37;;27;38;38;;38;;;6869;1;
3;с применением электронного обучения;17335;17229;726;;174;;76;106;106;12;91;;;17231;98;6
4;с применением дистанционных образовательных технологий;7736;7713;487;4;196;;39;23;23;;11;;;7736;;
5;по индивидуальным учебным планам;4059;3540;2292;30;638;;41;519;508;29;335;;;4046;11;2
6;на дому;1467;944;783;30;603;1;43;523;434;16;390;;;1460;1;6
7;в медицинской организации;16;16;1;;1;;;;;;;;;16;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);123;112;101;2;82;;;11;11;;10;;;123;;
9;по индивидуальным учебным планам (из строки 05);546;383;318;9;251;;13;163;159;2;145;;;545;1;
