;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);31702;1212;6;80;4;209;31420;282;;340;316;4;25;;;32042;163;1;;;;2
2;в том числе:       получили аттестат об основном общем образовании;31347;1205;6;80;4;207;31114;233;;340;316;4;25;;;31687;146;1;;;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;13158;142;;9;;68;13074;84;;17;17;;7;;;13175;9;;;;;
4;получили на ГИА неудовлетворительные результаты;331;6;;;;2;290;41;;;;;;;;331;11;;;;;
5;не участвовали в ГИА;24;1;;;;;16;8;;;;;;;;24;6;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1371;15;3;1;;5;1371;;;1;1;;1;;;1372;6;;;;;
7;в IV квартале прошлого года;;;;;;;;;;;;;;;;;1;;;;;
8;после 1 сентября текущего года;1571;24;1;1;;2;1511;60;;3;3;;;;;1574;27;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);11641;114;4;11;12;73;11275;255;111;4;4;3;;;;11645;125;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;11474;113;4;11;10;71;11165;221;88;4;4;3;;;;11478;86;;;;;
11;получили на ГИА неудовлетворительные результаты;153;1;;;2;2;102;29;22;;;;;;;153;26;;;;;
12;не участвовали в ГИА;14;;;;;;8;5;1;;;;;;;14;13;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1460;19;1;1;2;6;1459;1;;1;1;1;;;;1461;11;;;;;
14;в IV квартале прошлого года;53;1;;1;;;53;;;;;;;;;53;;;;;;
15;после 1 сентября текущего года;78;1;;;1;2;62;9;7;;;;;;;78;5;;;;;
