;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);321215;33354;34008;33503;33391;33371;32049;31791;32515;31666;13989;11557;14;7
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);320458;33268;33909;33435;33349;33311;32003;31738;32467;31516;13970;11471;14;7
3;в том числе обучались:       очно;319122;33250;33894;33421;33349;33309;32003;31712;32299;31283;13427;11169;6;
4;очно-заочно;1023;18;15;14;;2;;26;165;233;321;214;8;7
5;заочно;313;;;;;;;;3;;222;88;;
6;Численность экстернов, окончивших данный класс;757;86;99;68;42;60;46;53;48;150;19;86;;
7;из них (из стр.06)  обучались:       в форме семейного образования;686;86;98;68;42;59;46;53;48;136;15;35;;
8;в форме самообразования;44;;;;;;;;;;3;41;;
9;по программам, не имеющим государственной аккредитации;1;;;;;;;;;1;;;;
