;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;336331;321239;10154;4;1046;3;2518;15092;15092;255;4153;;;334785;1217;329
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;5335;5223;12;;4;1;22;112;112;9;11;;;4661;626;48
3;с применением электронного обучения;78936;78223;1159;1;121;;529;713;713;3;139;;;78576;179;181
4;с применением дистанционных образовательных технологий;1737;1736;14;;6;;13;1;1;;1;;;1737;;
5;по индивидуальным учебным планам;4314;2478;1737;3;639;1;252;1836;1835;104;1453;;;4264;49;1
6;на дому;2762;1331;875;3;559;1;247;1431;1431;31;1201;;;2761;1;
7;в медицинской организации;136;60;;;;;;76;76;50;6;;;88;48;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);14;13;8;;2;;2;1;1;;1;;;14;;
9;по индивидуальным учебным планам (из строки 05);2880;1390;873;3;546;1;246;1490;1483;81;1186;;;2831;49;
