;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;17;50;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;
10;13 лет;;;
11;14 лет;;;
12;15 лет;1;;
13;16 лет;5;10;
14;17 лет;;20;
15;18 лет;5;5;
16;19 лет;;1;
17;20 лет;2;3;
18;21 год;1;1;
19;22 года;;;
20;23 года;;3;
21;24 года;;;
22;25 лет;;1;
23;26 лет;;;
24;27 лет;;1;
25;28 лет;;2;
26;29 лет;;2;
27;30–34 года;1;1;
28;35–39 лет;2;;
29;40 лет и старше;;;
