;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Численность обучающихся по программам: начального общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 1-го класса или 1-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: основного общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 5-го класса или 5-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: среднего общего образования – всего;Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся 10-го класса или 10-го класса первого года обучения по пролонгиро-ванным программам;Численность обучающихся по программам: образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам: из них девочки;Численность обучающихся по программам: из них обучающиеся первого года обучения
1;Всего;3;1;2;43;20;8;93;36;29;281;99;46
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;
3;6 лет;;;;;;;;;;;;
4;7 лет;1;;1;;;;;;;1;1;
5;8 лет;1;;1;;;;;;;22;9;17
6;9 лет;;;;;;;;;;3;;
7;10 лет;;;;;;;;;;3;;
8;11 лет;;;;2;1;2;;;;9;6;
9;12 лет;;;;3;3;1;;;;4;3;
10;13 лет;1;1;;3;1;;;;;5;1;
11;14 лет;;;;7;3;;;;;3;1;
12;15 лет;;;;9;5;;;;;11;2;
13;16 лет;;;;3;2;1;4;2;2;8;3;
14;17 лет;;;;8;4;1;4;1;3;8;3;
15;18 лет;;;;5;1;2;6;1;1;9;4;
16;19 лет;;;;1;;;10;4;4;11;1;
17;20 лет;;;;;;;19;7;6;17;3;
18;21 год;;;;;;;9;3;2;11;4;
19;22 года;;;;;;;6;1;;7;1;
20;23 года;;;;;;;1;;;8;4;
21;24 года;;;;;;;2;;1;9;3;
22;25 лет;;;;;;;1;1;1;5;2;
23;26 лет;;;;;;;;;;7;2;1
24;27 лет;;;;;;;;;;8;1;1
25;28 лет;;;;;;;;;;12;1;3
26;29 лет;;;;;;;2;2;1;7;4;2
27;30–34 года;;;;1;;1;5;3;;43;16;12
28;35–39 лет;;;;;;;12;7;5;33;14;8
29;40 лет и старше;;;;1;;;12;4;3;17;10;2
