;;;;
;;;;
;;;;
;;;;
;;;;
1;2;3;4;5
№ строки;Наименование показателей;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат об основном общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших аттестат о среднем общем образовании;Численность экстернов за период с  20 сентября прошлого года по 19 сентября текущего года, получивших свидетельство об обучении
1;Всего;5540;3678;103
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;
3;6 лет;;;
4;7 лет;;;
5;8 лет;;;
6;9 лет;;;
7;10 лет;;;
8;11 лет;;;
9;12 лет;;;
10;13 лет;6;;2
11;14 лет;30;1;
12;15 лет;611;12;2
13;16 лет;1755;114;14
14;17 лет;1967;983;12
15;18 лет;797;1347;9
16;19 лет;166;456;4
17;20 лет;79;224;5
18;21 год;30;100;1
19;22 года;16;82;
20;23 года;13;41;
21;24 года;8;42;
22;25 лет;3;38;2
23;26 лет;3;27;1
24;27 лет;4;25;
25;28 лет;2;26;1
26;29 лет;2;22;4
27;30–34 года;22;68;13
28;35–39 лет;16;44;17
29;40 лет и старше;10;26;16
