;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3–8 изучают 2-й, 3-й и более иностранные языки
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);1369;17658;49262;45;120;64;
2;В том числе обучающиеся, которым:       преподается иностранный язык;1349;17576;49171;45;120;64;
3;из них изучают язык:             английский;1105;16771;45593;45;117;63;2161
4;французский;;908;228;;;;842
5;немецкий;244;7146;4848;;3;9;6118
6;итальянский;;24;;;;;24
7;испанский;;116;163;;;;274
8;китайский;;27;;;;;27
9;арабский;;;;;;;
10;португальский;;;;;;;
11;турецкий;;;;;;;
12;корейский;;;;;;;
13;японский;;21;;;;;21
14;иврит;;;;;;;
15;другие;;;;;;;
16;не преподается иностранный язык;20;82;91;;;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;11;78;;;;
18;Из строки 02 – изучают:             2 иностранных языка;;7797;1662;;;8;
19;3 и более иностранных языка;;;;;;;
