;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3–8 изучают 2-й, 3-й и более иностранные языки
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);5394432;7733216;1346806;41601;70481;2108;
2;В том числе обучающиеся, которым:       преподается иностранный язык;5362710;7723658;1345469;40909;70197;2105;
3;из них изучают язык:             английский;5168532;7421294;1290478;37137;62314;1987;642071
4;французский;28115;631254;32543;407;3313;2;535423
5;немецкий;167614;2189806;90364;3425;16522;159;1697769
6;итальянский;305;11634;503;;9;;10462
7;испанский;3505;81506;4235;19;130;;72871
8;китайский;3223;80000;3286;;164;;78886
9;арабский;135;1155;118;;;;1283
10;португальский;;;;;;;
11;турецкий;;1308;291;;;;1552
12;корейский;41;3843;406;;;;3114
13;японский;313;3403;451;;;;3443
14;иврит;115;616;69;;;;800
15;другие;1038;9496;1643;;70;;7743
16;не преподается иностранный язык;31722;9558;1337;692;284;3;
17;из строки 16 – из-за отсутствия учителя иностранного языка;5447;7749;1204;37;128;;
18;Из строки 02 – изучают:             2 иностранных языка;12328;2922018;82378;79;13143;49;
19;3 и более иностранных языка;;8552;1516;;;;
