;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3–8 изучают 2-й, 3-й и более иностранные языки
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);678;6881;16150;;2;14;
2;В том числе обучающиеся, которым:       преподается иностранный язык;678;6876;16098;;2;14;
3;из них изучают язык:             английский;674;6579;14797;;2;14;775
4;французский;4;156;327;;;;318
5;немецкий;4;2452;1820;;;;2169
6;итальянский;;;;;;;
7;испанский;;64;;;;;64
8;китайский;;;9;;;;9
9;арабский;;;;;;;
10;португальский;;;;;;;
11;турецкий;;;;;;;
12;корейский;;;;;;;
13;японский;;2;;;;;2
14;иврит;;;;;;;
15;другие;;;;;;;
16;не преподается иностранный язык;;5;52;;;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;3;12;;;;
18;Из строки 02 – изучают:             2 иностранных языка;4;2476;857;;;;
19;3 и более иностранных языка;;;;;;;
