;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) из них (из гр. 4): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) инвалиды  (кроме учтенных в гр. 5);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 3) дети-инвали- ды (кроме учтенных в гр. 6);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) из них (из гр. 10): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) инвалиды  (кроме учтенных в гр. 11);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 9) дети-инвали- ды (кроме учтенных в  гр. 12)
1;Численность обучающихся – всего;16288060;368554;3131;86984;2056;101576;368053;362877;6820;139096;143;2023
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;452589;10874;27;2106;16;1688;5944;5699;49;1581;;10
3;с применением электронного обучения;3029451;70480;92;9032;322;22061;44658;43740;786;18109;1;178
4;с применением дистанционных образовательных технологий;2554563;57761;136;9323;382;21620;37888;37089;813;17201;2;80
5;по индивидуальным учебным планам;148291;71846;697;25973;149;7404;29749;28849;1124;21848;6;357
6;на дому;94518;58948;1201;39240;270;14792;37580;36750;1192;31304;65;442
7;в медицинской организации;2005;79;1;29;9;44;692;678;153;379;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);8138;3791;49;2667;70;2196;2373;2318;96;1894;1;5
9;по индивидуальным учебным планам (из строки 05);38165;24109;388;15466;83;5182;16796;16331;582;13936;2;296
