;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;251433;247483;4164;206;1068;108;1152;3950;3798;226;1771;;7;250238;1051;144
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;2271;2271;8;4;1;;7;;;;;;;2271;;
3;с применением электронного обучения;12016;12006;141;5;25;;48;10;;;;;;12016;;
4;с применением дистанционных образовательных технологий;24473;24251;284;4;87;;76;222;203;11;59;;;24466;6;1
5;по индивидуальным учебным планам;758;659;322;21;100;6;23;99;69;8;44;;;719;37;2
6;на дому;2422;1952;1269;113;622;22;163;470;410;37;282;;;2173;191;58
7;в медицинской организации;41;41;;;;;;;;;;;;41;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);50;42;25;2;11;;5;8;8;5;;;;47;2;1
9;по индивидуальным учебным планам (из строки 05);191;142;81;17;33;6;17;49;49;;35;;;182;8;1
