;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2881;238;240;360;399;301;328;315;331;328;21;20;;;;;;;;
2;В них обучающихся (всего), чел.;49728;4598;4371;6452;7002;5059;5610;4995;5286;5674;364;317;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;1;;;;1;;;;;;;;;;;1;;1;;
4;слабослышащие;41;5;6;6;5;6;5;;2;6;;;;;1;28;;41;;
5;позднооглохшие;3;;;;;1;;;;1;;1;;;;3;;3;;
6;слепые;3;;1;;1;1;;;;;;;;;;3;;1;1;1
7;слабовидящие;55;5;1;12;5;2;10;9;5;4;;2;;;3;29;;53;1;1
8;с тяжелыми нарушениями речи;107;22;24;27;19;7;4;;1;2;;1;;;;12;;107;;
9;с нарушением опорно-двигательного аппарата;265;28;31;38;43;21;16;21;35;19;5;8;;;17;204;6;259;3;3
10;с задержкой психического развития;1232;104;118;184;204;117;119;112;143;124;7;;;;19;110;10;1219;13;
11;с умственной отсталостью (интеллектуальными          нарушениями);2054;65;90;182;235;265;263;305;283;360;4;2;;;125;410;;2000;31;23
12;с расстройствами аутистического спектра;222;69;33;34;30;16;18;4;11;7;;;;;18;148;7;221;1;
13;со сложными дефектами;18;3;1;3;3;3;4;;1;;;;;;1;9;3;17;;1
14;с иными ограниченными возможностями          здоровья;163;4;14;16;16;16;24;20;22;15;10;6;;;22;111;2;161;;2
