;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);239981;10971;;67708;;175082;2
2;Образовательные программы начального общего образования;96577;3112;32;27280;;71638;
3;из них адаптированные;5708;99;2;934;;4110;
4;в том числе:           для глухих;20;;;;;8;
5;для слабослышащих и позднооглохших;104;2;;15;;46;
6;для слепых;4;;;;;3;
7;для слабовидящих;110;1;;17;;91;
8;с тяжелыми нарушениями речи;1836;7;;170;;1444;
9;с нарушениями опорно-двигательного аппарата;122;;;21;;86;
10;с задержкой психического развития;3303;89;2;688;;2310;
11;с расстройствами аутистического спектра;209;;;23;;122;
12;Образовательные программы основного общего образования;119075;5304;59;33693;;87266;2
13;из них адаптированные;5154;82;7;1226;;3571;1
14;в том числе:           для глухих;25;;;;;21;
15;для слабослышащих и позднооглохших;97;1;;16;;57;
16;для слепых;7;;;;;4;
17;для слабовидящих;124;1;;36;;96;
18;с тяжелыми нарушениями речи;247;;;18;;145;
19;с нарушениями опорно-двигательного аппарата;124;2;;32;;81;1
20;с задержкой психического развития;4458;76;7;1108;;3134;
21;с расстройствами аутистического спектра;72;2;;16;;33;
22;Образовательные программы среднего общего образования;20748;2481;71;6535;;15517;
23;из них адаптированные;55;6;3;11;;35;
24;в том числе:           для глухих;7;;;;;7;
25;для слабослышащих и позднооглохших;5;1;1;1;;2;
26;для слепых;1;;;;;1;
27;для слабовидящих;8;;;1;;6;
28;с тяжелыми нарушениями речи;1;;;;;1;
29;с нарушениями опорно-двигательного аппарата;19;2;1;4;;8;
30;с задержкой психического развития;12;3;1;5;;8;
31;с расстройствами аутистического спектра;2;;;;;2;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);3581;74;5;200;;661;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);38;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;23;;;;;;
35;основного общего образования (из строки 12);50;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;23;;;;;;
37;среднего общего образования (из строки 22);7;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;3;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);44;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;23;;;;;;
