;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);20828;1114;6;126;2;73;20752;61;15;179;157;2;18;;;21007;119;4;;;;1
2;в том числе:       получили аттестат об основном общем образовании;20373;1108;6;122;2;73;20319;43;11;179;157;2;18;;;20552;96;4;;;;1
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;9596;141;3;38;1;30;9584;11;1;11;9;;3;;;9607;6;;;;;1
4;получили на ГИА неудовлетворительные результаты;442;1;;;;;420;18;4;;;;;;;442;21;;;;;
5;не участвовали в ГИА;13;5;;4;;;13;;;;;;;;;13;2;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;982;6;;5;;3;982;;;;;;;;;982;7;;;;;
7;в IV квартале прошлого года;82;;;;;;82;;;;;;;;;82;;;;;;
8;после 1 сентября текущего года;812;10;;;;;810;1;1;;;;;;;812;7;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);8899;57;11;30;4;49;8788;105;6;;;;;;;8899;98;1;;1;3;
10;в том числе:       получили аттестат о среднем общем образовании;8855;57;11;30;4;48;8755;94;6;;;;;;;8855;72;1;;1;3;
11;получили на ГИА неудовлетворительные результаты;35;;;;;1;33;2;;;;;;;;35;15;;;;;
12;не участвовали в ГИА;9;;;;;;;9;;;;;;;;9;11;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1258;5;1;2;1;4;1253;4;1;;;;;;;1258;5;;;;;
14;в IV квартале прошлого года;19;;;;;;19;;;;;;;;;19;1;;;;;
15;после 1 сентября текущего года;13;;;;;;13;;;;;;;;;13;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;8843;47;9;26;4;40;8742;95;6;;;;;;;8843;85;1;;1;1;
17;участвовали в ЕГЭ по русскому языку (из строки 16);8842;45;9;25;4;37;8742;94;6;;;;;;;8842;82;1;;1;1;
18;из них сдали ЕГЭ;8806;45;9;25;4;37;8707;93;6;;;;;;;8806;76;1;;1;1;
19;участвовали в ЕГЭ по математике (из строки 16);8843;45;9;25;4;37;8742;95;6;;;;;;;8843;82;1;;1;1;
20;из них сдали ЕГЭ;8787;45;9;25;4;37;8688;93;6;;;;;;;8787;71;1;;1;1;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;47;10;2;4;;9;46;1;;;;;;;;47;2;;;;2;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;86;81;4;22;;;86;;;247;247;32;64;;;333;7;6;2;4;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";760;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";498;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";2;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";3;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
