;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;553;64;60;63;59;53;56;55;53;64;11;13;1;1
2;В них обучающихся, чел.;9655;1074;990;1043;1080;992;1001;978;956;1215;133;190;2;1
3;Число классов с углубленным изучением отдельных предметов, ед.;61;;;;;2;3;4;4;4;21;23;;
4;В них обучающихся, чел.;1102;;;;;58;79;104;110;104;334;313;;
5;Число гимназических классов, ед.;121;11;12;13;12;13;12;12;12;12;7;5;;
6;В них обучающихся, чел.;3024;289;322;332;328;327;311;301;282;273;147;112;;
7;Число лицейских классов, ед.;52;5;5;6;6;5;5;6;5;5;2;2;;
8;В них обучающихся, чел.;1376;132;143;153;155;142;141;150;137;123;49;51;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;787;80;77;82;77;73;76;77;74;85;41;43;1;1
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";15157;1495;1455;1528;1563;1519;1532;1533;1485;1715;663;666;2;1
11;в том числе обучаются:          очно;14889;1495;1455;1528;1563;1519;1532;1519;1459;1594;633;592;;
12;очно-заочно;268;;;;;;;14;26;121;30;74;2;1
13;заочно;;;;;;;;;;;;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);20;1;;2;1;2;4;4;2;3;;1;;
15;девочки;7393;697;697;702;804;721;732;768;699;824;377;372;;
16;оставленные на повторное обучение;44;11;;;18;;1;;1;13;;;;
17;лица с ограниченными возможностями здоровья;516;32;23;44;59;51;55;55;87;98;2;10;;
18;из них:                инвалиды;5;;;1;1;;1;;;;;2;;
19;дети-инвалиды;131;18;15;14;10;13;9;9;19;15;2;7;;
20;инвалиды (кроме учтенных в строке 18);1;;;;;;1;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);10;;;2;1;;1;4;1;1;;;;
22;дети-сироты и дети, оставшиеся без попечения родителей;144;9;5;9;11;18;13;12;28;31;3;5;;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;140;18;21;15;14;12;12;18;10;15;2;3;;
25;из них девочки;32;4;4;;4;1;2;7;2;5;2;1;;
26;обучающиеся лица без гражданства;;;;;;;;;;;;;;
