;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;225069;91507;44844;20845;117871;57399;24187;15691;8139;7764;460;449;177;21
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;9;9;4;9;;;;;;;;;;
3;6 лет;3189;3189;1705;3001;;;;;;;;2;;
4;7 лет;19422;19422;9640;15969;;;;;;;4;30;15;1
5;8 лет;22590;22590;11084;1685;;;;;;;10;38;15;3
6;9 лет;24076;24051;11716;134;25;12;23;;;;7;52;21;2
7;10 лет;24427;20234;9816;43;4193;2179;3722;;;;7;55;24;6
8;11 лет;24598;1779;785;3;22819;11234;17521;;;;19;61;27;2
9;12 лет;25162;175;74;1;24987;12169;2255;;;;29;47;21;2
10;13 лет;24280;34;13;;24246;11830;361;;;;28;43;11;3
11;14 лет;23833;15;4;;23777;11610;242;41;30;39;52;35;11;1
12;15 лет;19743;2;1;;16485;7857;60;3256;1760;2988;71;45;18;
13;16 лет;10074;5;1;;1166;455;1;8903;4692;4441;62;26;11;1
14;17 лет;3407;2;1;;127;42;1;3278;1571;272;55;12;3;
15;18 лет;168;;;;18;8;;150;67;9;39;2;;
16;19 лет;38;;;;7;2;;31;13;1;29;;;
17;20 лет;8;;;;2;;;6;3;;6;1;;
18;21 год;4;;;;1;;;3;;1;4;;;
19;22 года;2;;;;1;;;1;;1;1;;;
20;23 года;2;;;;;;;2;1;1;2;;;
21;24 года;3;;;;1;;;2;;2;3;;;
22;25 лет;4;;;;4;1;1;;;;2;;;
23;26 лет;1;;;;;;;1;;1;1;;;
24;27 лет;2;;;;1;;;1;;1;2;;;
25;28 лет;;;;;;;;;;;;;;
26;29 лет;2;;;;1;;;1;;1;2;;;
27;30–34 года;5;;;;2;;;3;;2;5;;;
28;35–39 лет;7;;;;4;;;3;;1;7;;;
29;40 лет и старше;13;;;;4;;;9;2;3;13;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
