;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53
№ строки;Наименование показателя;Всего (сумма граф 4-47);Программы начального общего образования с нормативным сроком обучения 4 года 1-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 2-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 3-й класс;Программы начального общего образования с нормативным сроком обучения 4 года 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 1-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 2-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 3-й класс второго года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс первого года обучения;Программы начального общего образования с нормативным сроком обучения 5–6 лет 4-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 5 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 5 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 5-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 6-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 7-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 8-й класс второго года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс первого года обучения;Программы основного общего образования с нормативным сроком освоения 6 лет 9-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 2 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 2 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 10-й класс второго года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс первого года обучения;Программы среднего общего образования с нормативным сроком освоения 3 года 11-й класс второго года обучения;Из общей численности обучающихся (из гр. 3): лица с ограниче- нными возможно- стями здоровья;Из общей численности обучающихся (из гр. 3): из них: инвалиды;Из общей численности обучающихся (из гр. 3): из них: дети-инвалиды;Из общей численности обучающихся (из гр. 3): инвалиды  (кроме учтенных в гр. 49);Из общей численности обучающихся (из гр. 3): дети-инвалиды  (кроме учтенных в гр. 50);Из общей численности обучающихся (из гр. 3): с умствен-ной отста-лостью
1;Число классов для глухих, ед.;20;;;;;2;;;1;;;1;;;;3;1;;;;;;3;;;1;;;2;;;1;;;;2;1;1;1;;;;;;;;;;;;
2;В них обучающихся, чел.;132;;;;;10;;;7;;;7;;;;16;6;;;;;;24;;;7;;;16;;;6;;;;12;7;7;7;;;;;;;132;10;119;;;
3;Число классов для слабослышащих и позднооглохших, ед.;5;;;;;;1;1;;;;1;;;1;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;
4;В них обучающихся, чел.;38;;;;;;6;6;;;;8;;;8;;;;;;;;;;;;;;;;;;;;10;;;;;;;;;;;38;;29;;;
5;Число классов для слепых, ед.;3;;;;;;;;;;;;;;;;1;;;;1;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;
6;В них обучающихся, чел:       cлепых;11;;;;;;;;;;;;;;;;4;;;;3;;;;;;;;;;;4;;;;;;;;;;;;;;11;;11;;;
7;слабовидящих и поздноослепших;1;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;;;;;
8;Число классов для слабовидящих и поздноослепших, ед.;20;1;;;;1;;;2;;;2;;;;2;1;;1;2;;;1;;;1;;;;;;1;;;;2;2;;1;;;;;;;;;;;;
9;В них обучающихся, чел:       слабовидящих и поздноослепших;191;9;;;;11;;;19;;;18;;;;25;9;;12;16;;;14;;;11;;;;;;12;;;;20;11;;4;;;;;;;191;;83;;;5
10;cлепых;5;;;;;;;;1;;;;;;;;3;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;5;;5;;;1
11;Число классов для обучающихся с тяжелыми нарушениями речи, ед.;49;3;3;3;2;1;2;1;3;;;4;;;3;;;3;2;2;2;3;2;;;2;;;2;;;2;;;;2;2;;;;;;;;;;;;;;
12;В них обучающихся, чел.;530;34;35;35;32;8;16;11;32;;;39;;;33;;;23;18;25;17;23;22;;;24;;;26;;;24;;;;24;29;;;;;;;;;530;7;25;;;
13;Число классов для обучающихся с нарушением опорно-двигательного аппарата, ед.;11;;;;;;;1;1;;;1;;;1;;;1;1;1;1;1;;;;;;;;;;;;;;;;1;1;;;;;;;;;;;;
14;В них обучающихся, чел.;50;;;;;;;1;1;;;5;;;9;;;5;8;3;2;7;;;;;;;;;;;;;;;;1;8;;;;;;;50;;50;;;41
15;Число классов для обучающихся с задержкой психического развития, ед.;79;2;1;1;2;2;4;8;6;;;10;;;7;;;7;7;5;4;5;2;;;;;;2;;1;1;;;2;;;;;;;;;;;;;;;;
16;В них обучающихся, чел.;988;24;15;20;20;19;51;107;74;;;112;;;93;;;92;75;72;52;68;34;;;;;;20;;12;12;;;16;;;;;;;;;;;976;15;229;;;20
17;Число классов для обучающихся с расстройствами аутистического спектра, ед.;8;;;;;;2;1;2;;;1;;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18;В них обучающихся, чел.;40;;;;;;10;7;12;;;5;;;5;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;33;;31;;;1
19;Число классов для обучающихся со сложными дефектами, ед.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;В них обучающихся, чел.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
21;Число классов для обучающихся с иными ограниченными возможностями здоровья (кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед.;7;;;;1;;2;1;1;;;;;;;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
22;В них обучающихся, чел.;82;;;;7;;29;16;16;;;;;;;;;;8;;;6;;;;;;;;;;;;;;;;;;;;;;;;70;12;;;;
23;Итого классов (сумма строк 01,03, 05, 08, 11, 13, 15, 17, 19, 21);202;6;4;4;5;6;11;13;16;;;20;;;13;5;3;11;12;11;8;10;8;;;4;;;6;;1;6;;;3;6;5;2;3;;;;;;;;;;;;
24;"В них обучающихся  (сумма строк 02, 04, 06, 07, 09, 10, 12, 14, 16, 18, 20, 22; сумма строк 25 - 27)";2068;67;50;55;59;48;112;148;162;;;194;;;148;41;23;120;121;117;74;104;94;;;42;;;62;;12;58;;;26;56;48;8;19;;;;;;;2037;44;582;;;68
25;в том числе обучаются:       очно;2043;67;50;55;59;48;112;132;160;;;194;;;145;41;23;120;121;117;74;104;90;;;42;;;62;;12;58;;;26;56;48;8;19;;;;;;;2012;44;582;;;68
26;очно-заочно;25;;;;;;;16;2;;;;;;3;;;;;;;;4;;;;;;;;;;;;;;;;;;;;;;;25;;;;;
27;заочно;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
28;из них (из строки 24):       воспитанники (без приходящих учащихся);326;;;;;15;20;13;23;;;36;;;21;18;7;5;14;18;7;17;29;;;10;;;16;;;7;;;10;17;9;7;7;;;;;;;86;2;;;;
29;девочки;692;20;10;22;17;19;33;41;65;;;72;;;55;17;12;36;43;32;26;30;31;;;17;;;17;;3;18;;;6;17;17;6;10;;;;;;;251;1;93;;;31
30;лица с ограниченными возможностями здоровья;2037;67;50;55;59;48;93;148;162;;;194;;;148;41;23;120;121;117;74;104;94;;;42;;;62;;;58;;;26;56;48;8;19;;;;;;;;;;;;7
31;из них (из строки 30):             инвалиды;44;;;;;1;5;15;5;;;2;;;;;;;1;2;;;3;;;;;;;;;2;;;;;;1;7;;;;;;;;;;;;
32;дети-инвалиды;582;13;3;8;3;21;24;48;54;;;53;;;38;25;18;23;29;30;16;27;37;;;14;;;21;;;15;;;10;21;18;6;7;;;;;;;;;;;;7
33;инвалиды (кроме учтенных в строке 31);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
34;дети-инвалиды (кроме учтенных в строке 32);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
35;дети-сироты и дети, оставшиеся без попечения       родителей;126;4;2;2;2;2;2;6;12;;;9;;;11;2;;11;17;13;12;3;3;;;4;;;1;;;3;;;1;;3;;1;;;;;;;;;;;;
36;из них воспитанники (без приходящих учащихся);21;;;;;2;2;;3;;;1;;;1;;;1;6;1;3;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;
37;обучающиеся иностранные граждане;3;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
38;из них девочки;3;;;;;;;;2;;;;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;
39;обучающиеся лица без гражданства;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
