;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);28279;1258;1065;1452;1249;2236;1909;3397;2931;3406;2942;3436;2899;3764;3077;3730;2969;2988;2157;2612;1846
2;в том числе:       руководящие работники – всего;1888;5;3;31;23;122;108;252;225;289;256;292;268;319;286;262;232;195;168;121;107
3;из них:             директор;507;;;5;2;20;12;50;36;67;55;72;62;97;83;102;93;58;49;36;29
4;заместители директора;1349;5;3;25;20;100;94;199;184;220;197;213;201;217;197;156;135;133;116;81;74
5;руководитель филиала;13;;;;;1;1;1;1;1;1;3;3;3;3;1;1;2;2;1;
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);16884;1096;952;1215;1058;1631;1427;2193;1959;2037;1843;1816;1646;2009;1821;2009;1790;1514;1326;1364;1167
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);13986;877;744;962;811;1287;1094;1753;1540;1667;1497;1498;1357;1701;1531;1745;1547;1313;1147;1183;1009
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;4173;254;252;280;279;332;331;511;505;533;531;536;536;607;604;566;564;347;347;207;206
9;русского языка и литературы;1766;110;107;111;108;120;119;195;194;198;191;205;203;228;224;215;212;192;190;192;189
10;языка народов России и литературы;236;12;12;6;6;10;10;31;30;30;30;34;31;25;25;24;24;29;29;35;35
