;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);206484;72146;117304;15648;522;851;13;;206089;391;4
2;В том числе обучающиеся, которым:       преподается иностранный язык;205706;71495;117177;15648;522;851;13;;205311;391;4
3;из них преподается язык:             английский;204220;70494;116777;15563;522;851;13;3220;203825;391;4
4;французский;2144;144;1896;104;;;;1310;2144;;
5;немецкий;7136;857;5743;522;;14;;3593;7136;;
6;итальянский;;;;;;;;;;;
7;испанский;213;;213;;;;;187;213;;
8;китайский;139;;139;;;;;139;139;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;;;;;;;;;;;
13;японский;;;;;;;;;;;
14;иврит;;;;;;;;;;;
15;другие;93;;93;;;;;93;93;;
16;не преподается иностранный язык;778;651;127;;;;;;778;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;197;83;114;;;;;;197;;
18;Из строки 02 – изучают:             2 иностранных языка;8444;;7889;541;;14;;;8444;;
19;3 и более иностранных языка;99;;99;;;;;;99;;
