;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;3067;315;331;360;395;332;344;349;314;274;27;26;;;;;;;;
2;В них обучающихся (всего), чел.;60245;6068;6370;7135;7833;6827;6972;6780;6174;5213;409;464;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;5;;;1;;;2;;;2;;;;;;2;;5;;
4;слабослышащие;61;4;7;5;2;7;5;11;8;5;5;2;;;1;43;;61;;
5;позднооглохшие;5;;;1;1;;1;2;;;;;;;;4;;5;;
6;слепые;2;;;1;;;;;1;;;;;;;2;;2;;
7;слабовидящие;69;3;10;7;8;8;9;6;7;7;2;2;;;6;38;;69;;
8;с тяжелыми нарушениями речи;311;33;41;53;57;38;20;25;24;20;;;;;11;36;;310;1;
9;с нарушением опорно-двигательного аппарата;286;30;43;36;38;22;28;22;23;24;6;14;;;37;219;3;274;10;2
10;с задержкой психического развития;2424;155;179;288;335;269;317;345;271;260;3;2;;;48;243;4;2405;17;2
11;с умственной отсталостью (интеллектуальными          нарушениями);843;77;88;91;86;104;104;115;91;83;3;1;;;57;401;;786;54;3
12;с расстройствами аутистического спектра;443;151;77;65;45;32;22;20;19;9;1;2;;;28;268;2;423;19;1
13;со сложными дефектами;14;1;1;;4;1;;2;4;1;;;;;5;9;1;14;;
14;с иными ограниченными возможностями          здоровья;289;19;37;25;29;30;31;33;39;22;13;11;;;20;138;4;282;7;
