;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);1033;74;23;33;100;117;92;168;128;105;99;91;3;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);999;73;23;33;93;113;89;163;125;103;95;86;3;;
3;в том числе (из строки 02) обучались:       очно;946;63;23;33;88;100;89;154;117;97;93;86;3;;
4;очно-заочно;53;10;;;5;13;;9;8;6;2;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;581;73;;;57;72;53;54;74;59;78;61;;;
7;10 лет;310;;23;25;36;36;32;44;40;38;11;25;;;
8;11 лет;8;;;8;;;;;;;;;;;
9;12 лет;35;;;;;5;4;;11;6;6;;3;;
10;13 лет;65;;;;;;;65;;;;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);34;1;;;7;4;3;5;3;2;4;5;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;11;1;;;;2;2;3;1;;1;1;;;
13;10 лет;23;;;;7;2;1;2;2;2;3;4;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;24;;;;7;2;1;2;2;2;4;4;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
