;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);19539;;;166;;2;2
2;Образовательные программы начального общего образования;7651;;;;;1;1
3;из них адаптированные;315;;;;;;
4;в том числе:           для глухих;2;;;;;;
5;для слабослышащих и позднооглохших;6;;;;;;
6;для слепых;;;;;;;
7;для слабовидящих;5;;;;;;
8;с тяжелыми нарушениями речи;13;;;;;;
9;с нарушениями опорно-двигательного аппарата;7;;;;;;
10;с задержкой психического развития;251;;;;;;
11;с расстройствами аутистического спектра;31;;;;;;
12;Образовательные программы основного общего образования;9485;;;113;;;
13;из них адаптированные;144;;;;;;
14;в том числе:           для глухих;;;;;;;
15;для слабослышащих и позднооглохших;3;;;;;;
16;для слепых;;;;;;;
17;для слабовидящих;1;;;;;;
18;с тяжелыми нарушениями речи;6;;;;;;
19;с нарушениями опорно-двигательного аппарата;10;;;;;;
20;с задержкой психического развития;107;;;;;;
21;с расстройствами аутистического спектра;17;;;;;;
22;Образовательные программы среднего общего образования;1687;;;53;;1;1
23;из них адаптированные;9;;;;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;;;;;;;
26;для слепых;;;;;;;
27;для слабовидящих;1;;;;;;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;3;;;;;;
30;с задержкой психического развития;4;;;;;;
31;с расстройствами аутистического спектра;;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);716;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);2;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
35;основного общего образования (из строки 12);1;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
