;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;888;89;94;102;94;89;90;89;87;90;32;31;1;
2;В них обучающихся, чел.;17940;1731;1856;2021;1907;1906;1895;1950;1793;1861;572;447;1;
3;Число классов с углубленным изучением отдельных предметов, ед.;28;;;;;;;;;;15;13;;
4;В них обучающихся, чел.;323;;;;;;;;;;204;119;;
5;Число гимназических классов, ед.;7;;;;;;;;;;3;4;;
6;В них обучающихся, чел.;187;;;;;;;;;;89;98;;
7;Число лицейских классов, ед.;13;;;;;1;1;1;1;2;4;3;;
8;В них обучающихся, чел.;266;;;;;14;15;24;24;36;82;71;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;936;89;94;102;94;90;91;90;88;92;54;51;1;
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";18716;1731;1856;2021;1907;1920;1910;1974;1817;1897;947;735;1;
11;в том числе обучаются:          очно;18665;1731;1856;2021;1907;1920;1909;1974;1813;1893;924;716;1;
12;очно-заочно;51;;;;;;1;;4;4;23;19;;
13;заочно;;;;;;;;;;;;;;
14;Из строки 10:          воспитанники (без приходящих учащихся);37;8;3;8;6;4;1;4;1;2;;;;
15;девочки;9304;855;893;971;951;951;943;956;928;931;510;415;;
16;оставленные на повторное обучение;164;26;23;18;11;23;18;14;13;6;10;2;;
17;лица с ограниченными возможностями здоровья;363;35;44;50;57;40;39;43;25;27;2;;1;
18;из них:                инвалиды;2;;;1;;;;1;;;;;;
19;дети-инвалиды;63;11;4;7;8;6;7;9;4;5;1;;1;
20;инвалиды (кроме учтенных в строке 18);1;;;;;1;;;;;;;;
21;дети-инвалиды (кроме учтенных в строке 19);95;7;3;8;15;8;12;9;12;8;7;6;;
22;дети-сироты и дети, оставшиеся без попечения родителей;64;3;4;4;7;2;4;13;11;9;3;4;;
23;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;
24;обучающиеся иностранные граждане;34;6;4;6;4;2;2;3;4;2;1;;;
25;из них девочки;10;2;;1;2;1;2;;;2;;;;
26;обучающиеся лица без гражданства;3;;1;1;;1;;;;;;;;
