;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;225;24;27;32;33;25;21;26;18;16;2;;1;;;;;;;
2;В них обучающихся (всего), чел.;4339;518;415;533;543;629;399;593;403;289;16;;1;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;;;;;;;;;;;;;;;;;;;;
4;слабослышащие;4;;;1;2;1;;;;;;;;;;2;;4;;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;6;1;;;3;1;;;;;1;;;;;3;;6;;
8;с тяжелыми нарушениями речи;17;3;2;4;3;1;2;2;;;;;;;;3;1;16;1;
9;с нарушением опорно-двигательного аппарата;9;4;;2;;1;1;;1;;;;;;1;4;2;9;;
10;с задержкой психического развития;192;19;31;28;25;29;16;17;11;16;;;;;;11;;192;;
11;с умственной отсталостью (интеллектуальными          нарушениями);121;4;9;12;24;6;18;22;13;11;1;;1;;1;28;;121;;
12;с расстройствами аутистического спектра;14;4;2;3;;1;2;2;;;;;;;;12;1;14;;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;;;;;;;;;;;;;;;;;;;;
