;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);1473;454;703;230;10;15;;61;55;1445;22;6
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;32;8;24;;;;;;17;15;17;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;3;;3;;;;;;;1;2;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;9;8;1;;;;;;;9;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;1102;394;589;77;9;11;;22;15;1102;;
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;27;11;13;2;;;;1;;27;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;3;3;;;;;;;;3;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;147;38;34;75;;;;;;147;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;32;;13;19;;;;;4;32;;
10;в связи с переходом на семейное образование и самообразование;47;3;29;14;1;;;;;41;;6
11;по болезни;11;1;;;;;;10;;10;1;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;10;;3;3;;4;;;1;10;;
13;выбыло по другим причинам;92;10;11;42;;;;29;18;88;4;
