;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);671;41;9;5;58;68;41;67;119;76;71;101;14;1;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);653;38;9;5;54;60;41;66;118;76;71;100;14;1;
3;в том числе (из строки 02) обучались:       очно;653;38;9;5;54;60;41;66;118;76;71;100;14;1;
4;очно-заочно;;;;;;;;;;;;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;270;20;;;24;22;14;34;26;39;41;50;;;
7;10 лет;185;;9;5;9;16;16;14;27;11;14;50;14;;
8;11 лет;5;;;;2;2;;;1;;;;;;
9;12 лет;157;18;;;18;19;9;18;32;26;16;;;1;
10;13 лет;36;;;;1;1;2;;32;;;;;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);18;3;;;4;8;;1;1;;;1;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;;;;;;;;;;;;;;;
13;10 лет;1;;;;;;;;;;;1;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;17;3;;;4;8;;1;1;;;;;;
16;13 лет;;;;;;;;;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;18;3;;;4;8;;1;1;;;1;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
