;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);1929;12;;4;;8;1914;15;;17;17;;6;;;1946;16;;;;;
2;в том числе:       получили аттестат об основном общем образовании;1893;9;;4;;8;1878;15;;11;11;;6;;;1904;14;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;798;2;;2;;2;798;;;7;7;;4;;;805;3;;;;;
4;получили на ГИА неудовлетворительные результаты;33;;;;;;33;;;;;;;;;33;2;;;;;
5;не участвовали в ГИА;3;3;;;;;3;;;6;6;;;;;9;;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;39;;;;;;39;;;;;;;;;39;3;;;;;
7;в IV квартале прошлого года;43;;;;;;43;;;;;;;;;43;2;;;;;
8;после 1 сентября текущего года;91;;;;;;91;;;;;;;;;91;1;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);761;;;;;2;748;13;;3;3;1;2;;;764;3;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;749;;;;;2;740;9;;3;3;1;2;;;752;3;;;;;
11;получили на ГИА неудовлетворительные результаты;9;;;;;;8;1;;;;;;;;9;;;;;;
12;не участвовали в ГИА;3;;;;;;;3;;;;;;;;3;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;63;;;;;;63;;;;;;;;;63;;;;;;
14;в IV квартале прошлого года;29;;;;;;29;;;;;;;;;29;;;;;;
15;после 1 сентября текущего года;3;;;;;;3;;;;;;;;;3;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;754;;;;;2;744;10;;;;;;;;754;3;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);754;;;;;2;744;10;;;;;;;;754;3;;;;;
18;из них сдали ЕГЭ;751;;;;;2;742;9;;;;;;;;751;3;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);754;;;;;2;744;10;;;;;;;;754;3;;;;;
20;из них сдали ЕГЭ;654;;;;;2;645;9;;;;;;;;654;1;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;4;;;;;;4;;;3;3;1;2;;;7;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;50;17;;6;;;49;1;;9;7;;;;;59;1;;;;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";34;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";29;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
