;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);33192;1782;1582;1678;1496;2211;1926;3213;2852;3517;3206;4739;4311;6027;5471;4835;4203;3307;2621;1883;1529
2;в том числе:       руководящие работники – всего;1454;4;3;12;10;70;56;145;127;182;160;242;216;366;336;238;216;132;108;63;59
3;из них:             директор;453;;;2;2;13;12;36;26;33;27;75;58;113;100;94;84;54;40;33;30
4;заместители директора;918;3;2;10;8;56;44;102;97;137;127;160;152;230;217;130;118;66;58;24;23
5;руководитель филиала;77;;;;;1;;6;3;10;6;7;6;22;18;13;13;12;10;6;6
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);22933;1671;1499;1467;1320;1681;1493;2136;1950;2207;2065;3033;2885;4097;3897;3238;3059;2171;1987;1232;1101
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);17553;1337;1184;1127;990;1260;1091;1453;1291;1510;1384;2253;2116;3201;3019;2547;2386;1841;1674;1024;912
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;5409;573;566;387;384;319;315;360;359;381;381;709;708;1279;1278;865;865;397;395;139;139
9;русского языка и литературы;2111;113;108;108;105;129;126;132;129;171;170;295;293;364;361;341;340;272;271;186;183
10;языка народов России и литературы;30;;;;;2;2;1;1;5;5;5;5;4;4;5;5;7;7;1;1
11;истории, экономики, права, обществознания;1067;86;60;94;65;101;64;104;87;93;73;125;108;176;157;138;124;93;79;57;50
12;информатики;452;28;17;41;30;71;61;66;43;55;46;55;48;57;49;47;44;23;20;9;8
13;физики;468;18;18;23;14;31;23;26;18;35;25;58;45;54;38;75;59;75;65;73;60
14;математики;1664;91;73;86;79;90;80;141;135;138;136;225;221;269;264;263;261;246;240;115;112
15;химии;298;8;8;11;11;10;8;18;16;20;20;28;28;58;53;50;50;57;54;38;37
16;географии;537;31;26;36;29;35;30;26;24;32;28;70;67;118;112;74;69;77;74;38;36
17;биологии;582;36;33;35;33;35;33;37;35;53;52;73;68;91;87;91;88;77;75;54;54
18;иностранных языков;1789;134;121;117;110;203;197;268;256;243;241;238;231;164;160;149;147;161;157;112;108
19;из них:                         английского языка;1613;126;113;111;106;196;190;253;241;226;224;219;212;145;142;121;119;133;129;83;80
20;немецкого языка;130;3;3;3;2;6;6;10;10;15;15;13;13;15;14;22;22;24;24;19;18
21;французского языка;43;2;2;3;2;1;1;5;5;2;2;6;6;4;4;6;6;4;4;10;10
22;китайского языка;3;3;3;;;;;;;;;;;;;;;;;;
23;физической культуры;1242;130;77;117;69;131;73;130;77;118;75;133;92;183;125;141;78;111;46;48;16
