;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;15158;2809;940;443;3125;1066;596;19;6;14;9205;3227;420;238;35;9;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;;;;
3;6 лет;1;;;;;;;;;;1;;1;;;;
4;7 лет;314;203;67;195;;;;;;;111;28;107;7;;;
5;8 лет;915;504;161;205;;;;;;;411;134;235;11;;;
6;9 лет;1188;612;197;35;1;;;;;;575;204;66;19;3;1;
7;10 лет;1472;641;219;7;7;3;7;;;;824;296;8;23;3;1;
8;11 лет;1635;532;176;;161;68;152;;;;942;336;2;27;3;;
9;12 лет;1814;196;73;;498;168;291;;;;1120;403;1;18;5;1;
10;13 лет;1721;60;20;;573;182;108;;;;1088;391;;28;4;2;
11;14 лет;1932;20;8;1;683;241;29;;;;1229;418;;16;2;1;
12;15 лет;1845;14;5;;668;226;6;;;;1163;409;;21;7;1;
13;16 лет;1411;16;5;;398;139;2;1;;1;996;333;;20;2;;
14;17 лет;559;6;5;;105;26;;10;5;10;438;151;;21;4;;
15;18 лет;179;4;3;;19;10;;6;;3;150;65;;10;;;
16;19 лет;67;1;1;;8;2;;1;1;;57;18;;8;2;2;
17;20 лет;44;;;;4;1;1;;;;40;14;;6;;;
18;21 год;19;;;;;;;;;;19;7;;1;;;
19;22 года;18;;;;;;;1;;;17;12;;2;;;
20;23 года;11;;;;;;;;;;11;2;;;;;
21;24 года;5;;;;;;;;;;5;3;;;;;
22;25 лет;;;;;;;;;;;;;;;;;
23;26 лет;1;;;;;;;;;;1;;;;;;
24;27 лет;2;;;;;;;;;;2;;;;;;
25;28 лет;;;;;;;;;;;;;;;;;
26;29 лет;1;;;;;;;;;;1;;;;;;
27;30–34 года;2;;;;;;;;;;2;1;;;;;
28;35–39 лет;;;;;;;;;;;;;;;;;
29;40 лет и старше;2;;;;;;;;;;2;2;;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
