;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;323031;136362;66792;30508;165969;81843;34193;20700;11353;11007;2926;1444;616;46
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;518;518;312;511;;;;;;;8;2;1;
4;7 лет;25179;25179;12663;24416;;;;;;;125;149;64;6
5;8 лет;34187;34186;16735;5380;1;;;;;;171;169;80;5
6;9 лет;35259;35258;17385;178;1;1;1;;;;163;202;84;6
7;10 лет;35194;34214;16645;18;980;578;926;;;;164;172;74;3
8;11 лет;34569;6312;2800;3;28257;14252;26698;;;;111;156;67;8
9;12 лет;34350;558;206;2;33792;16827;5943;;;;100;142;56;3
10;13 лет;32887;98;35;;32789;16165;534;;;;100;132;60;9
11;14 лет;32634;25;8;;32608;16078;72;1;1;1;75;108;49;2
12;15 лет;30736;6;;;30268;15006;18;462;284;443;123;105;51;3
13;16 лет;15089;4;1;;6038;2528;1;9047;5129;8515;171;45;23;
14;17 лет;9746;3;2;;810;270;;8933;4975;1527;150;19;7;1
15;18 лет;1396;1;;;185;57;;1210;649;93;236;3;;
16;19 лет;187;;;;30;20;;157;74;78;150;;;
17;20 лет;163;;;;29;6;;134;44;49;155;;;
18;21 год;99;;;;22;9;;77;24;24;90;;;
19;22 года;69;;;;16;7;;53;12;30;69;5;;
20;23 года;37;;;;9;;;28;10;6;36;3;;
21;24 года;53;;;;11;1;;42;11;12;53;8;;
22;25 лет;48;;;;2;;;46;18;11;48;3;;
23;26 лет;43;;;;12;5;;31;5;16;41;4;;
24;27 лет;52;;;;14;2;;38;4;20;51;6;;
25;28 лет;40;;;;10;1;;30;3;13;40;5;;
26;29 лет;51;;;;13;3;;38;7;16;51;5;;
27;30–34 года;153;;;;29;14;;124;44;59;153;;;
28;35–39 лет;177;;;;26;5;;151;28;58;177;;;
29;40 лет и старше;115;;;;17;8;;98;31;36;115;1;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
