;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;949;67;;;68;94;92;121;112;129;130;136;;;
2;В них обучающихся, чел.;5563;257;;;338;510;514;691;733;814;827;879;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;173;;11;24;23;17;16;14;13;11;12;21;11;;
4;В них обучающихся, чел.;911;;37;82;96;67;92;82;96;66;78;158;57;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;31;;3;3;2;3;3;2;2;2;1;3;2;5;
6;В них обучающихся, чел.;110;;4;4;2;8;8;12;8;16;10;8;11;19;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;89;6;;;6;6;7;9;8;11;11;11;6;4;4
8;В них обучающихся, чел.;574;20;;;37;36;57;55;62;93;94;76;19;16;9
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;483;;34;35;31;57;51;49;52;39;65;37;14;11;8
10;В них обучающихся, чел.;2047;;102;126;130;228;235;188;209;186;338;190;66;35;14
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);1725;73;48;62;130;177;169;195;187;192;219;208;33;20;12
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";9205;277;143;212;603;849;906;1028;1108;1175;1347;1311;153;70;23
13;в том числе обучаются:          очно;9006;271;134;200;589;825;882;1008;1088;1162;1319;1291;150;69;18
14;очно-заочно;;;;;;;;;;;;;;;
15;заочно;199;6;9;12;14;24;24;20;20;13;28;20;3;1;5
16;из них (из строки 12):       воспитанники (без приходящих учащихся);1414;55;15;10;112;141;155;145;182;172;203;176;26;19;3
17;девочки;3227;91;47;71;199;288;336;368;387;418;458;466;59;27;12
18;лица с ограниченными возможностями здоровья;9205;277;143;212;603;849;906;1028;1108;1175;1347;1311;153;70;23
19;из них (из строки 18):             инвалиды;230;3;;;9;3;6;9;13;14;83;34;18;25;13
20;дети-инвалиды;3302;104;111;152;245;356;359;306;361;323;413;429;103;31;9
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;253;5;1;;8;21;20;29;26;37;48;47;6;3;2
24;из них воспитанники (без приходящих учащихся);25;;;;1;1;2;;2;2;7;6;;3;1
25;обучающиеся иностранные граждане;12;;;;;2;2;;2;2;1;2;;1;
26;из них девочки;2;;;;;;;;1;;;;;1;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
