;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);30094;2404;5;98;;130;29844;194;56;763;763;19;41;;;30857;72;4;;;;2
2;в том числе:       получили аттестат об основном общем образовании;29661;2400;5;98;;130;29495;116;50;741;741;19;41;;;30402;70;4;;;;2
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;7758;37;1;13;;39;7731;15;12;12;11;1;9;;;7770;2;;;;;
4;получили на ГИА неудовлетворительные результаты;383;1;;;;;325;56;2;;;;;;;383;;;;;;
5;не участвовали в ГИА;50;3;;;;;24;22;4;22;22;;;;;72;2;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;1236;12;;3;;5;1234;;2;5;5;1;4;;;1241;6;;;;;
7;в IV квартале прошлого года;798;20;;1;;;795;3;;10;10;;1;;;808;2;;;;;1
8;после 1 сентября текущего года;1476;36;1;1;;1;1457;17;2;13;13;;;;;1489;5;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);8902;15;1;9;4;34;8575;296;31;13;13;8;3;;;8915;39;2;1;1;;2
10;в том числе:       получили аттестат о среднем общем образовании;8801;14;1;8;4;34;8540;230;31;13;13;8;3;;;8814;39;2;1;1;;2
11;получили на ГИА неудовлетворительные результаты;27;1;;1;;;14;13;;;;;;;;27;;;;;;
12;не участвовали в ГИА;74;;;;;;21;53;;;;;;;;74;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;1277;2;;1;1;6;1272;;5;1;1;1;;;;1278;10;1;;1;;
14;в IV квартале прошлого года;126;;;;;;126;;;;;;;;;126;1;;;;;
15;после 1 сентября текущего года;10;;;;;;10;;;;;;;;;10;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;8685;13;1;7;4;31;8549;106;30;3;3;3;;;;8688;38;2;1;1;;2
17;участвовали в ЕГЭ по русскому языку (из строки 16);8668;11;;6;4;29;8533;105;30;3;3;3;;;;8671;38;2;1;1;;1
