;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;338189;323031;16881;15;781;3;1835;15158;15158;250;4093;;;335025;1696;1468
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;7943;7829;281;;9;;34;114;114;;46;;;7937;;6
3;с применением электронного обучения;39796;38066;1704;;71;;177;1730;1730;6;214;;;39497;279;20
4;с применением дистанционных образовательных технологий;8019;7834;206;1;27;2;75;185;185;;37;;;7995;2;22
5;по индивидуальным учебным планам;13249;11892;1155;10;279;;145;1357;1354;81;919;;;12686;355;208
6;на дому;2058;836;571;11;257;;99;1222;1219;80;884;;;2047;;11
7;в медицинской организации;;;;;;;;;;;;;;;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);72;51;24;1;19;;24;21;21;;21;;;72;;
9;по индивидуальным учебным планам (из строки 05);2056;834;569;10;252;;99;1222;1219;80;882;;;2045;;11
