;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24
№ строки;Наименование показателей;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Всего (сумма граф 9–11);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них из графы 4 дети-инвалиды;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 5);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 6);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались очно-заочно;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья Из графы 3 обучались заочно;Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья из них лица с ограни- ченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них из графы 13 дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья из них инвалиды (кроме учтенных в графе 14);Классы для обучающихся с ограниченными возможностями здоровья из них дети-инвалиды (кроме учтенных в графе 15);Итого по всем классам (сумма граф 3, 12);Кроме того, численность экстернов;из них лица с ограни- ченными возможностя- ми здоровья;из них из графы 20 инвалиды;из них из графы 20 дети-инвалиды;из них инвалиды (кроме учтенных в графе 21);из них дети-инвалиды (кроме учтенных в графе 22)
1;Численность обучающихся (гр. 3–18) и экстернов (гр. 19–24), допущенных к ГИА по образовательным программам основного общего образования (сумма строк 02, 04, 05);6215;194;3;22;8;25;6157;47;11;265;254;1;16;;;6480;94;;;;;1
2;в том числе:       получили аттестат об основном общем образовании;5825;164;3;20;8;24;5792;29;4;248;237;1;15;;;6073;59;;;;;
3;из них (из строки 02) продолжили обучение по образовательной          программе среднего общего образования в данной организации;2167;9;1;2;3;5;2164;3;;7;4;;3;;;2174;1;;;;;
4;получили на ГИА неудовлетворительные результаты;367;26;;1;;1;343;18;6;16;16;;1;;;383;31;;;;;1
5;не участвовали в ГИА;23;4;;1;;;22;;1;1;1;;;;;24;4;;;;;
6;Из строки 02 получили аттестат об основном общем образовании:    с отличием;259;1;;1;;;259;;;;;;;;;259;3;;;;;
7;в IV квартале прошлого года;265;2;;2;;;265;;;11;;;;;;276;1;;;;;
8;после 1 сентября текущего года;220;9;;;;1;210;9;1;11;7;;;;;231;9;;;;;
9;Численность обучающихся (графы 3–18) и экстернов (графы 19–24), допущенных к ГИА по образовательным программам среднего общего образования (сумма строк 10–12);2398;1;;1;1;9;2358;36;4;1;1;;1;;;2399;8;;;;;
10;в том числе:       получили аттестат о среднем общем образовании;2371;1;;1;1;9;2337;30;4;1;1;;1;;;2372;8;;;;;
11;получили на ГИА неудовлетворительные результаты;24;;;;;;21;3;;;;;;;;24;;;;;;
12;не участвовали в ГИА;3;;;;;;;3;;;;;;;;3;;;;;;
13;Из строки 10 получили аттестат о среднем общем образовании:    с отличием и медаль «За особые успехи в учении»;342;1;;1;;1;342;;;;;;;;;342;1;;;;;
14;в IV квартале прошлого года;134;1;;1;;;134;;;;;;;;;134;2;;;;;
15;после 1 сентября текущего года;8;;;;;;7;1;;;;;;;;8;;;;;;
16;Из общей численности участвовавших в ГИА (из суммы строк 10 и 11)    участвовали в едином государственном экзамене (ЕГЭ)*;2375;1;;1;1;9;2358;13;4;1;1;;1;;;2376;8;;;;;
17;участвовали в ЕГЭ по русскому языку (из строки 16);2344;1;;1;1;7;2331;10;3;;;;;;;2344;8;;;;;
18;из них сдали ЕГЭ;2241;1;;1;1;6;2232;6;3;;;;;;;2241;8;;;;;
19;участвовали в ЕГЭ по математике (из строки 16);2357;1;;1;1;7;2340;13;4;1;1;;1;;;2358;7;;;;;
20;из них сдали ЕГЭ;2319;1;;1;1;6;2304;11;4;1;1;;1;;;2320;7;;;;;
21;участвовали в ГИА в иной (кроме ЕГЭ) форме*;20;;;;;;;20;;;;;;;;20;;;;;;
22;Выпущено лиц, не получивших основного общего и среднего общего образования, со свидетельством об обучении;158;27;2;7;;;139;17;2;88;86;25;40;;;246;14;4;;2;;
23;"Справочно. Код по ОКЕИ: человек – 792  Из численности обучавшихся во всех классах, получивших аттестат о сред-нем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 18):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";222;;;;;;;;;;;;;;;;;;;;;
24;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";120;;;;;;;;;;;;;;;;;;;;;
25;"Из численности обучавшихся экстернов, получивших аттестат о среднем общем образовании с отличием и медаль «За особые успехи в учении» (из строки 13 графы 19):    получили аттестат красного цвета и медаль ""За особые успехи    в учении"" I степени";;;;;;;;;;;;;;;;;;;;;;
26;"получили аттестат сине-голубого цвета и медаль ""За особые успехи    в учении"" II степени";1;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;
;;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;Сумма строк 16 и 21 равна сумме строк 10 и 11 по всем графам;;;;;;;;;;;;;;;;;
