;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;1193;99;127;141;157;116;135;149;134;123;5;7;;;;;;;;
2;В них обучающихся (всего), чел.;18808;1551;2307;2491;2549;1743;2093;2177;1963;1749;71;114;;;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;17;4;1;1;;2;1;2;4;2;;;;;;8;1;17;;
4;слабослышащие;19;2;3;1;3;2;2;3;2;1;;;;;;14;;17;2;
5;позднооглохшие;;;;;;;;;;;;;;;;;;;;
6;слепые;;;;;;;;;;;;;;;;;;;;
7;слабовидящие;12;1;1;3;3;1;1;1;1;;;;;;2;7;;12;;
8;с тяжелыми нарушениями речи;172;31;32;50;34;5;6;6;3;3;1;1;;;;9;;170;2;
9;с нарушением опорно-двигательного аппарата;48;7;5;1;3;6;7;4;7;6;;2;;;1;40;;43;5;
10;с задержкой психического развития;1531;78;148;144;206;170;184;231;194;176;;;;;1;82;14;1501;30;
11;с умственной отсталостью (интеллектуальными          нарушениями);324;12;19;32;39;42;53;46;37;42;2;;;;5;96;;276;48;
12;с расстройствами аутистического спектра;20;6;2;1;2;1;1;2;4;1;;;;;;12;2;16;4;
13;со сложными дефектами;;;;;;;;;;;;;;;;;;;;
14;с иными ограниченными возможностями          здоровья;61;2;3;6;6;9;7;9;5;6;2;6;;;6;35;3;59;2;
