;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателя;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Число классов с нормативным сроком освоения программ 9 лет, ед.;91;3;;;9;9;14;12;10;12;10;12;;;
2;В них обучающихся, чел.;278;7;;;18;24;40;46;28;35;37;43;;;
3;Число классов с нормативным сроком освоения программ 10 лет, ед.;38;;2;4;3;4;6;4;5;3;5;2;;;
4;В них обучающихся, чел.;165;;7;13;15;19;20;16;19;25;21;10;;;
5;Число классов с нормативным сроком освоения программ 11 лет, ед.;24;;1;1;1;2;2;2;1;2;2;1;4;5;
6;В них обучающихся, чел.;62;;2;5;1;5;4;5;1;7;5;8;7;12;
7;Число классов с нормативным сроком освоения программ 12 лет, ед.;40;3;;;7;2;3;3;4;2;2;1;6;6;1
8;В них обучающихся, чел.;237;15;;;32;10;19;19;21;11;15;6;48;40;1
9;Число классов с нормативным сроком освоения программ 13 лет, ед.;120;;8;10;10;13;12;13;15;13;11;6;5;3;1
10;В них обучающихся, чел.;670;;28;40;47;76;54;105;76;86;68;49;24;14;3
11;Итого классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями), ед. (сумма строк 01, 03, 05, 07, 09);313;6;11;15;30;30;37;34;35;32;30;22;15;14;2
12;"В них обучающихся, чел. (сумма строк 02, 04, 06, 08, 10;    сумма строк 13-15)";1412;22;37;58;113;134;137;191;145;164;146;116;79;66;4
13;в том числе обучаются:          очно;1390;22;36;58;110;131;134;190;142;163;141;114;79;66;4
14;очно-заочно;21;;1;;2;3;3;1;3;1;5;2;;;
15;заочно;1;;;;1;;;;;;;;;;
16;из них (из строки 12):       воспитанники (без приходящих учащихся);144;1;3;7;6;14;17;17;15;15;17;20;6;6;
17;девочки;484;6;13;17;51;46;39;70;40;52;53;43;29;22;3
18;лица с ограниченными возможностями здоровья;1392;22;37;58;112;134;131;190;142;158;144;115;79;66;4
19;из них (из строки 18):             инвалиды;37;;;;1;3;1;1;4;5;4;5;;9;4
20;дети-инвалиды;733;12;31;37;67;72;62;96;83;88;55;37;57;36;
21;инвалиды (кроме учтенных в строке 19);;;;;;;;;;;;;;;
22;дети-инвалиды (кроме учтенных в строке 20);;;;;;;;;;;;;;;
23;дети-сироты и дети, оставшиеся без попечения родителей;76;;1;2;3;7;4;13;9;11;7;4;6;9;
24;из них воспитанники (без приходящих учащихся);;;;;;;;;;;;;;;
25;обучающиеся иностранные граждане;2;;;;;1;;;;;;;1;;
26;из них девочки;;;;;;;;;;;;;;;
27;обучающиеся лица без гражданства;;;;;;;;;;;;;;;
