;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;2888;288;307;305;317;304;308;306;306;310;68;67;1;1
2;В них обучающихся, чел.;53169;5138;5843;5907;6082;5868;5944;5635;5443;5581;936;781;8;3
3;Число классов с углубленным изучением отдельных предметов, ед.;191;;;;;3;3;5;4;5;82;89;;
4;В них обучающихся, чел.;3056;;;;;75;70;72;67;103;1354;1315;;
5;Число гимназических классов, ед.;130;12;14;14;14;13;12;13;13;11;7;7;;
6;В них обучающихся, чел.;3563;346;438;437;408;358;353;376;339;239;131;138;;
7;Число лицейских классов, ед.;164;14;14;14;13;13;12;18;20;22;12;12;;
8;В них обучающихся, чел.;4873;424;469;450;421;396;361;548;577;620;316;291;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;3373;314;335;333;344;333;335;342;343;348;169;175;1;1
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";64661;5908;6750;6794;6911;6697;6728;6631;6426;6543;2737;2525;8;3
11;в том числе обучаются:          очно;64349;5898;6729;6777;6896;6685;6716;6614;6399;6437;2689;2509;;
12;очно-заочно;297;10;21;17;15;12;12;17;25;98;47;12;8;3
13;заочно;15;;;;;;;;2;8;1;4;;
14;Из строки 10:          воспитанники (без приходящих учащихся);2666;186;216;213;243;233;206;221;262;535;189;162;;
15;девочки;31820;2848;3295;3308;3339;3317;3311;3189;3228;3121;1469;1395;;
16;оставленные на повторное обучение;199;28;20;10;44;6;13;10;12;53;2;1;;
17;лица с ограниченными возможностями здоровья;2204;143;214;239;296;238;262;304;257;237;5;9;;
18;из них:                инвалиды;15;;;1;4;2;2;1;2;2;1;;;
19;дети-инвалиды;303;30;28;30;34;32;32;42;35;32;3;5;;
20;инвалиды (кроме учтенных в строке 18);35;3;3;4;3;1;4;7;3;2;2;3;;
21;дети-инвалиды (кроме учтенных в строке 19);435;51;35;27;44;45;39;44;49;59;21;21;;
22;дети-сироты и дети, оставшиеся без попечения родителей;371;25;17;30;26;45;41;68;50;44;16;9;;
23;из них воспитанники (без приходящих учащихся);26;;;1;1;4;3;6;11;;;;;
24;обучающиеся иностранные граждане;269;30;31;28;34;26;31;32;17;29;8;3;;
25;из них девочки;122;13;15;12;16;10;15;15;8;11;5;2;;
26;обучающиеся лица без гражданства;13;;2;;3;;2;3;1;2;;;;
