;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18
№ строки;Наименование показателей;"Всего обу-чающихся (сумма граф 4,10; сумма граф 16-18)";Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Всего;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) лица с огра- ниченными возможностя- ми здоровья;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) из них (из гр. 5): дети-инвалиды;Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) инвалиды  (кроме учтенных в гр. 6);Все классы, кроме классов для обучающихся  с ограниченными возможностями здоровья Из них (из гр. 4) дети-инвали- ды (кроме учтенных в гр. 7);Классы для обучающихся с ограниченными возможностями здоровья Всего;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) лица с огра- ниченными возможностя- ми здоровья;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) из них (из гр. 11): дети-инвалиды;Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) инвалиды  (кроме учтенных в гр. 12);Классы для обучающихся с ограниченными возможностями здоровья Из них (из гр. 10) дети-инвали- ды (кроме учтенных в  гр. 13);В том числе обучающихся (из гр.3) очно;В том числе обучающихся (из гр.3) очно-заочно;В том числе обучающихся (из гр.3) заочно
1;Численность обучающихся – всего;68174;64661;2204;15;303;35;435;3513;3394;48;1003;;;67838;320;16
2;из них обучаются:       по программам, реализуемым с использованием сетевой формы;3064;2973;43;;3;;25;91;39;;;;;3061;3;
3;с применением электронного обучения;3675;3641;42;;2;;30;34;34;;;;;3675;;
4;с применением дистанционных образовательных технологий;3662;3625;61;;12;;32;37;36;;2;;;3661;1;
5;по индивидуальным учебным планам;627;399;302;1;88;;11;228;227;6;198;;;550;77;
6;на дому;643;345;217;1;127;1;34;298;296;13;241;;;542;100;1
7;в медицинской организации;3;3;2;;;;;;;;;;;3;;
8;из суммы строк 06 и 07:             с применением дистанционных образовательных технологий             (из строки 04);22;21;13;;9;;1;1;1;;1;;;22;;
9;по индивидуальным учебным планам (из строки 05);170;122;86;;44;;11;48;47;2;44;;;137;33;
