;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);64297;6819;6753;6863;6700;6693;6610;6386;6346;6047;2671;2403;3;3
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);64174;6810;6749;6858;6691;6689;6605;6380;6344;5979;2668;2395;3;3
3;в том числе обучались:       очно;63941;6800;6736;6851;6679;6679;6590;6360;6320;5928;2638;2360;;
4;очно-заочно;207;10;13;7;12;10;15;17;16;46;25;30;3;3
5;заочно;26;;;;;;;3;8;5;5;5;;
6;Численность экстернов, окончивших данный класс;123;9;4;5;9;4;5;6;2;68;3;8;;
7;из них (из стр.06)  обучались:       в форме семейного образования;104;9;4;5;9;4;5;6;2;54;3;3;;
8;в форме самообразования;2;;;;;;;;;;;2;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
