;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);76227;11;;1591;491;3048;492
2;Образовательные программы начального общего образования;30297;5;;558;164;1121;164
3;из них адаптированные;2664;4;;23;4;42;4
4;в том числе:           для глухих;6;;;;;;
5;для слабослышащих и позднооглохших;47;;;;;2;
6;для слепых;2;;;;;;
7;для слабовидящих;24;1;;;;1;
8;с тяжелыми нарушениями речи;1334;1;;4;1;17;1
9;с нарушениями опорно-двигательного аппарата;67;1;;1;1;2;1
10;с задержкой психического развития;1007;1;;12;1;13;1
11;с расстройствами аутистического спектра;177;;;6;1;7;1
12;Образовательные программы основного общего образования;39008;6;;893;269;1624;269
13;из них адаптированные;2778;5;;46;9;73;9
14;в том числе:           для глухих;7;;;;;;
15;для слабослышащих и позднооглохших;42;;;;;;
16;для слепых;6;;;;;;
17;для слабовидящих;22;;;;;2;
18;с тяжелыми нарушениями речи;170;;;;;1;
19;с нарушениями опорно-двигательного аппарата;85;;;1;1;3;1
20;с задержкой психического развития;2375;4;;42;8;63;8
21;с расстройствами аутистического спектра;71;1;;3;;4;
22;Образовательные программы среднего общего образования;5799;;;120;40;258;41
23;из них адаптированные;10;;;1;;;
24;в том числе:           для глухих;;;;;;;
25;для слабослышащих и позднооглохших;1;;;;;;
26;для слепых;1;;;;;;
27;для слабовидящих;2;;;1;;;
28;с тяжелыми нарушениями речи;;;;;;;
29;с нарушениями опорно-двигательного аппарата;5;;;;;;
30;с задержкой психического развития;;;;;;;
31;с расстройствами аутистического спектра;1;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);1123;;;20;18;45;18
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);13;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;9;;;;;;
35;основного общего образования (из строки 12);10;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;10;;;;;;
37;среднего общего образования (из строки 22);1;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);9;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;1;;;;;;
