;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);74849;7589;7802;7838;7782;7863;7532;7880;7643;7390;2871;2653;4;2
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);74759;7581;7785;7827;7768;7851;7527;7879;7640;7374;2870;2651;4;2
3;в том числе обучались:       очно;74670;7581;7785;7827;7767;7851;7527;7879;7638;7373;2830;2612;;
4;очно-заочно;61;;;;1;;;;1;;22;37;;
5;заочно;28;;;;;;;;1;1;18;2;4;2
6;Численность экстернов, окончивших данный класс;90;8;17;11;14;12;5;1;3;16;1;2;;
7;из них (из стр.06)  обучались:       в форме семейного образования;86;8;17;11;14;12;5;1;3;15;;;;
8;в форме самообразования;3;;;;;;;;;;1;2;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
