;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22
№ строки;Наименование показателя;"Всего сумма граф 4 - 16; сумма граф 20-22";В том числе 1-й класс;В том числе 2-й класс;В том числе 3-й класс;В том числе 4-й класс;В том числе 5-й класс;В том числе 6-й класс;В том числе 7-й класс;В том числе 8-й класс;В том числе 9-й класс;В том числе 10-й класс;В том числе 11-й класс (выпускной);В том числе 11-й класс;В том числе 12-й класс;Из графы 3 инвалиды;Из графы 3 дети-инвалиды;Из графы 3 с умственной отсталостью;В том числе обучаются (из гр.3) очно;В том числе обучаются (из гр.3) очно-заочно;В том числе обучаются (из гр.3) заочно
1;Число классов, имеющих в своем составе лиц с ограниченными возможностями здоровья, ед.;2182;257;260;232;221;190;223;244;241;291;14;8;;1;;;;;;
2;В них обучающихся (всего), чел.;32474;4166;4409;3394;3291;2663;3219;3390;3405;4098;272;166;;1;;;;;;
3;из них (из строки 02) лица с ограниченными       возможностями здоровья:          глухие;42;;5;2;5;2;6;1;10;11;;;;;;;1;42;;
4;слабослышащие;34;2;5;10;6;4;3;1;;1;;2;;;;25;;34;;
5;позднооглохшие;3;1;;;2;;;;;;;;;;;2;;3;;
6;слепые;9;2;;;1;1;2;1;;1;1;;;;;9;;9;;
7;слабовидящие;75;12;10;13;13;6;5;4;2;8;1;1;;;1;33;1;75;;
8;с тяжелыми нарушениями речи;1235;581;435;83;92;14;6;7;11;6;;;;;;39;;1235;;
9;с нарушением опорно-двигательного аппарата;148;10;12;14;20;16;19;14;21;17;4;1;;;2;114;2;148;;
10;с задержкой психического развития;2712;110;146;254;235;216;339;374;458;579;;1;;;11;96;12;2712;;
11;с умственной отсталостью (интеллектуальными          нарушениями);349;23;30;25;34;46;47;43;38;61;1;;;1;17;145;;349;;
12;с расстройствами аутистического спектра;130;43;14;17;12;10;12;8;6;7;1;;;;2;75;6;130;;
13;со сложными дефектами;2;1;;;;;1;;;;;;;;;2;;2;;
14;с иными ограниченными возможностями          здоровья;111;9;5;9;13;10;4;12;13;19;12;5;;;1;77;;111;;
