;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);4643;1668;2316;483;31;99;1;45;87;4533;60;50
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;67;15;37;2;;;;13;;67;;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;29;7;22;;;;;;;29;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;6;2;4;;;;;;;6;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;3853;1629;1984;147;31;46;1;15;26;3836;14;3
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;76;43;30;1;1;1;;;2;76;;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;6;4;2;;;;;;;6;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;219;;99;77;;43;;;1;219;;
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;209;;133;67;;9;;;;207;2;
10;в связи с переходом на семейное образование и самообразование;53;18;30;5;;;;;;52;;1
11;по болезни;;;;;;;;;;;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;29;;6;22;;1;;;;4;23;2
13;выбыло по другим причинам;213;6;27;163;;;;17;60;148;21;44
