;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателя;Всего (сумма граф 04 - 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Число классов без углубленного изучения предметов, ед.;4249;451;465;474;477;456;466;458;464;458;41;38;;1
2;В них обучающихся, чел.;62347;6405;6885;7055;7160;6843;6966;6491;6816;6840;475;410;;1
3;Число классов с углубленным изучением отдельных предметов, ед.;466;;11;13;11;14;15;18;22;16;168;174;4;
4;В них обучающихся, чел.;7344;;292;333;292;367;374;452;533;415;2246;1985;55;
5;Число гимназических классов, ед.;137;10;13;13;13;14;13;16;14;13;9;9;;
6;В них обучающихся, чел.;3370;227;348;334;317;354;361;369;353;319;206;182;;
7;Число лицейских классов, ед.;56;3;3;3;3;7;6;8;7;4;6;6;;
8;В них обучающихся, чел.;1258;58;58;58;66;173;149;194;170;86;122;124;;
9;Итого классов (без классов для обучающихся с ограниченными возможностями здоровья) (сумма строк 01, 03, 05, 07), ед.;4908;464;492;503;504;491;500;500;507;491;224;227;4;1
10;"В них обучающихся (сумма строк 02, 04, 06, 08;  сумма строк 11 - 13), чел.";74319;6690;7583;7780;7835;7737;7850;7506;7872;7660;3049;2701;55;1
11;в том числе обучаются:          очно;74219;6690;7583;7779;7835;7736;7850;7506;7872;7658;2992;2672;45;1
12;очно-заочно;43;;;;;1;;;;1;16;25;;
13;заочно;57;;;1;;;;;;1;41;4;10;
14;Из строки 10:          воспитанники (без приходящих учащихся);3586;311;350;323;388;399;378;394;398;401;121;123;;
15;девочки;36503;3308;3686;3787;3931;3721;3811;3661;3912;3691;1595;1373;26;1
16;оставленные на повторное обучение;122;49;12;8;7;5;4;4;8;25;;;;
17;лица с ограниченными возможностями здоровья;4850;794;662;427;433;325;444;465;559;710;20;10;;1
18;из них:                инвалиды;34;4;2;2;2;3;5;4;5;6;1;;;
19;дети-инвалиды;617;78;53;71;67;66;58;67;59;80;14;4;;
20;инвалиды (кроме учтенных в строке 18);11;;;2;2;1;1;;2;2;1;;;
21;дети-инвалиды (кроме учтенных в строке 19);450;28;25;39;40;51;48;50;44;64;37;23;1;
22;дети-сироты и дети, оставшиеся без попечения родителей;409;23;28;36;35;46;55;47;44;64;12;18;;1
23;из них воспитанники (без приходящих учащихся);20;;;2;;2;1;9;3;3;;;;
24;обучающиеся иностранные граждане;303;26;31;42;31;30;41;21;41;22;12;6;;
25;из них девочки;146;17;12;24;16;9;22;10;20;10;3;3;;
26;обучающиеся лица без гражданства;10;1;2;;;1;4;;;2;;;;
