;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
;;;;;;;;
1;2;3;4;5;6;7;8;9
№ строки;Наименование образовательных программ;Численность обучающихся по образовательным программам - всего, чел;Сетевая форма реализации образовательных программ численность обучающихся (из графы 3) по программам, реализуемым с использованием сетевой формы - всего, чел;Сетевая форма реализации образовательных программ число органи-заций, с которыми заключены дого-воры на реализа-цию образователь-ных программ с использованием сетевой формы, единиц , ед;Электронное обучение численность обучающихся (из графы 3) с применением электронного обучения , чел;Электронное обучение в том числе (из графы 6) с применением исключительно электронного обучения, чел;Дистанционные образовательные технологии численность обучающихся (из графы 3) с применением дистанционных образовательных технологий, чел;Дистанционные образовательные технологии в том числе (из графы 8) с применением исключительно дистанционных образовательных технологий, чел
1;Всего по образовательным программам (сумма строк 02, 12, 22, 32);506978;10744;;766;;4619;1
2;Образовательные программы начального общего образования;213913;;1;;;1695;
3;из них адаптированные;2644;;1;;;5;
4;в том числе:           для глухих;72;;;;;;
5;для слабослышащих и позднооглохших;125;;;;;;
6;для слепых;6;;;;;;
7;для слабовидящих;291;;;;;;
8;с тяжелыми нарушениями речи;400;;;;;;
9;с нарушениями опорно-двигательного аппарата;306;;;;;1;
10;с задержкой психического развития;1100;;1;;;4;
11;с расстройствами аутистического спектра;344;;;;;;
12;Образовательные программы основного общего образования;252732;9834;40;558;;2384;1
13;из них адаптированные;2340;30;2;;;9;
14;в том числе:           для глухих;108;;;;;;
15;для слабослышащих и позднооглохших;118;;;;;;
16;для слепых;11;;;;;;
17;для слабовидящих;341;;;;;;
18;с тяжелыми нарушениями речи;151;;;;;;
19;с нарушениями опорно-двигательного аппарата;304;1;;;;3;
20;с задержкой психического развития;1181;22;2;;;6;
21;с расстройствами аутистического спектра;126;7;;;;;
22;Образовательные программы среднего общего образования;33441;910;14;208;;540;
23;из них адаптированные;101;;;;;;
24;в том числе:           для глухих;10;;;;;;
25;для слабослышащих и позднооглохших;18;;;;;;
26;для слепых;11;;;;;;
27;для слабовидящих;23;;;;;;
28;с тяжелыми нарушениями речи;1;;;;;;
29;с нарушениями опорно-двигательного аппарата;34;;;;;;
30;с задержкой психического развития;1;;;;;;
31;с расстройствами аутистического спектра;3;;;;;;
32;Программы образования обучающихся с умственной отсталостью (интеллектуальными нарушениями);6892;;;;;;
33;Справочно. Код по ОКЕИ: человек – 792  Из общей численности обучающихся (из графы 3 подраздела 1.3.) – лица, имеющие кохлеарные импланты и обучающиеся по программам:    начального общего образования (из строки 02);65;;;;;;
34;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;24;;;;;;
35;основного общего образования (из строки 12);66;;;;;;
36;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;23;;;;;;
37;среднего общего образования (из строки 22);10;;;;;;
38;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;4;;;;;;
39;образования обучающихся с умственной отсталостью    (интеллектуальными нарушениями) (из строки 32);335;;;;;;
40;из них в отдельных классах для обучающихся с ограниченными       возможностями здоровья;;;;;;;
