;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10, 13);Численность обучающихся по программам начального общего образования – всего;Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-го класса или 1-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам основного общего образования – всего;Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-го класса или 5-го класса первого года обучения  по пролонги- рованным программам;Численность обучающихся по программам среднего общего образования – всего;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-го класса  или 10-го класса первого года обучения  по пролонги-рованным программам;Численность обучающихся по программам образование обучающихся с умственной отсталостью (интеллекту-альными нарушениями);Численность обучающихся по программам из графы 13 девочки;Численность обучающихся по программам из графы 13 обучающиеся первого года обучения;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 17) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;8595;1099;381;271;736;278;150;88;38;39;6672;2218;600;;7;;
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;1;1;;1;;;;;;;;;;;;;
3;6 лет;7;5;4;5;;;;;;;2;;2;;;;
4;7 лет;323;142;48;131;;;;;;;181;54;166;;;;
5;8 лет;711;247;88;106;;;;;;;464;151;289;;1;;
6;9 лет;860;248;80;27;;;;;;;612;198;90;;1;;
7;10 лет;920;233;79;1;1;;1;;;;686;213;22;;1;;
8;11 лет;958;159;62;;40;16;39;;;;759;240;6;;2;;
9;12 лет;1000;53;17;;103;37;70;;;;844;304;1;;2;;
10;13 лет;959;11;3;;128;58;32;;;;820;267;;;;;
11;14 лет;992;;;;142;49;5;;;;850;289;;;;;
12;15 лет;964;;;;163;58;2;;;;801;268;;;;;
13;16 лет;482;;;;112;41;;9;5;9;361;119;1;;;;
14;17 лет;169;;;;39;16;;41;18;17;89;34;;;;;
15;18 лет;73;;;;6;3;1;32;12;13;35;17;;;;;
16;19 лет;48;;;;1;;;6;3;;41;15;;;;;
17;20 лет;31;;;;;;;;;;31;12;;;;;
18;21 год;22;;;;1;;;;;;21;5;;;;;
19;22 года;8;;;;;;;;;;8;4;;;;;
20;23 года;9;;;;;;;;;;9;2;;;;;
21;24 года;;;;;;;;;;;;;;;;;
22;25 лет;1;;;;;;;;;;1;;;;;;
23;26 лет;;;;;;;;;;;;;;;;;
24;27 лет;2;;;;;;;;;;2;1;1;;;;
25;28 лет;2;;;;;;;;;;2;1;1;;;;
26;29 лет;3;;;;;;;;;;3;1;1;;;;
27;30–34 года;16;;;;;;;;;;16;9;4;;;;
28;35–39 лет;16;;;;;;;;;;16;5;6;;;;
29;40 лет и старше;18;;;;;;;;;;18;9;10;;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
