;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14
№ строки;Наименование показателя;"Всего  (сумма граф 4–10;  сумма граф  12-14)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования;Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы начального общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы основного общего образования;Классы для обучающихся  с ограниченными возможностями здоровья программы среднего общего образования;Классы для обучающихся  с ограниченными возможностями здоровья образование обучающихся с умственной отсталостью (интеллектуаль- ными нарушениями);Из графы 3 – лица в возрасте 18 лет и старше;Из графы 3 - обучались очно;Из графы 3 - обучались очно-заочно;Из графы 3 - обучались заочно
1;Выбыло обучающихся – всего (сумма строк 02, 05, 08–13);28521;10127;15280;2782;57;65;78;132;279;27632;530;359
2;в том числе:       продолжили обучение в данной организации в классах  иной формы       обучения или иной направленности;380;128;166;16;;;70;;4;310;70;
3;из них (из строки 02):             в классах с иной формой обучения в пределах одной и той же             направленности;1;1;;;;;;;;1;;
4;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в классы для обучающихся             с ограниченными возможностями здоровья;;;;;;;;;;;;
5;выбыли в другие организации для продолжения обучения по       программам начального, основного или среднего общего образования;24842;9466;14242;921;46;62;4;101;79;24766;70;6
6;из них (из строки 05) выбыло:             в классы иной формы обучения в пределах одной и той же             направленности;348;118;219;11;;;;;;342;6;
7;из всех классов, кроме классов для обучающихся с ограниченными             возможностями здоровья, в организации (классы) для обучающихся             с ограниченными возможностями здоровья;311;199;107;5;;;;;;311;;
8;на обучение по программам среднего профессионального образования –       программам подготовки квалифицированных рабочих, служащих;428;1;14;412;;;1;;2;426;1;1
9;на обучение по программам среднего профессионального образования –       программы подготовки специалистов среднего звена;979;;85;892;;;2;;9;969;6;4
10;в связи с переходом на семейное образование и самообразование;1245;411;655;175;1;1;;2;4;898;10;337
11;по болезни;5;1;2;1;;;1;;;5;;
12;отчислено лиц, не прошедших итоговой аттестации, получивших на       итоговой аттестации неудовлетворительные результаты или освоивших       часть образовательной программы со справкой об обучении       или о периоде обучения;6;;2;2;2;;;;3;6;;
13;выбыло по другим причинам;636;120;114;363;8;2;;29;178;252;373;11
