;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23
№ строки;Наименование показателей;Всего (сумма граф 4, 6, 8, 10, 12, 14, 16,  18, 20, 22);Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет всего;Число полных лет  по состоянию на 1 января 20_ года моложе 25 лет из них женщины;Число полных лет  по состоянию на 1 января 20_ года 25–29 всего;Число полных лет  по состоянию на 1 января 20_ года 25–29 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 30–34 всего;Число полных лет  по состоянию на 1 января 20_ года 30–34 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 35–39 всего;Число полных лет  по состоянию на 1 января 20_ года 35–39 из них женщины;Число полных лет  по состоянию на 1 января 20_ года 40–44 всего;Число полных лет  по состоянию на 1 января 20_ года 40–44 из них женщины;45–49 всего;45–49 из них женщины;50–54 всего;50–54 из них женщины;55–59 всего;55–59 из них женщины;60–64 всего;60–64 из них женщины;65 и более всего;65 и более из них женщины
1;Численность работников – всего (сумма строк 02, 06, 43,44);21310;1133;975;1087;936;1231;1093;1852;1658;2265;2079;2805;2540;3133;2790;2849;2518;2524;2100;2431;2017
2;в том числе:       руководящие работники – всего;1359;6;6;19;14;75;64;119;105;170;161;246;223;264;243;186;172;162;144;112;97
3;из них:             директор;476;;;4;2;23;16;32;24;41;35;82;68;98;87;70;62;77;68;49;40
4;заместители директора;840;6;6;14;10;51;48;84;76;119;117;156;148;156;146;113;107;82;73;59;53
5;руководитель филиала;16;;;1;1;1;;;;1;1;4;3;3;3;1;1;2;2;3;2
6;педагогические работники - всего (сумма строк 07, 30, 31, 35-42);13292;995;874;879;756;799;717;1108;1021;1279;1203;1573;1488;1883;1773;1802;1717;1533;1427;1441;1345
7;в том числе:             учителя–всего (сумма строк 08-18, 23-29);11522;895;781;776;666;671;599;903;822;1041;973;1358;1283;1614;1513;1607;1529;1374;1280;1283;1206
8;в том числе:                   учителя, осуществляющие деятельность по реализации                   программ начального общего образования;3651;374;372;252;251;203;202;250;249;308;307;430;429;603;603;580;580;388;387;263;262
9;русского языка и литературы;1446;86;83;82;76;56;55;101;100;114;114;173;171;208;208;195;194;201;197;230;229
