;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13
№ строки;Наименование показателей;"Всего  (сумма граф 4–9; сумма граф 11-13)";Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы начального общего образования (1–4 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы основного общего образования (5–9 классы);Все классы, кроме классов для обучающихся с ограниченными возможностями здоровья программы среднего общего образования (10–11(12) классы);Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы начального общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы основного общего образования;Классы для обучающихся с ограниченными возможностями здоровья, кроме классов для обучающихся с умственной отсталостью (интеллектуальными нарушениями) программы среднего общего образования;Из граф 3 изучают 2-й, 3-й и более иностранные языки;Из графы 3 обучаются очно;Из графы 3 обучаются очно-заочно;Из графы 3 обучаются заочно
1;Численность обучающихся, которым в соответствии с образовательной про-граммой должны преподаваться иностранные языки (сумма строк 02, 16);189995;66302;105550;17748;204;163;28;;189520;465;10
2;В том числе обучающиеся, которым:       преподается иностранный язык;189967;66297;105550;17748;190;154;28;;189492;465;10
3;из них преподается язык:             английский;189967;66297;105550;17748;190;154;28;1293;189492;465;10
4;французский;461;;399;62;;;;461;461;;
5;немецкий;350;;260;90;;;;324;350;;
6;итальянский;;;;;;;;;;;
7;испанский;;;;;;;;;;;
8;китайский;2739;;2487;252;;;;2353;2739;;
9;арабский;;;;;;;;;;;
10;португальский;;;;;;;;;;;
11;турецкий;;;;;;;;;;;
12;корейский;1640;;1433;207;;;;1345;1640;;
13;японский;373;;335;38;;;;150;373;;
14;иврит;;;;;;;;;;;
15;другие;76;12;64;;;;;64;76;;
16;не преподается иностранный язык;28;5;;;14;9;;;28;;
17;из строки 16 – из-за отсутствия учителя иностранного языка;;;;;;;;;;;
18;Из строки 02 – изучают:             2 иностранных языка;5990;351;5011;628;;;;;5990;;
19;3 и более иностранных языка;;;;;;;;;;;
