;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);208426;21562;22298;22361;21997;21770;20694;20377;20329;19659;9099;8091;113;76
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);208349;21562;22296;22360;21994;21767;20690;20373;20322;19624;9095;8077;113;76
3;в том числе обучались:       очно;207855;21548;22285;22345;21983;21752;20672;20353;20297;19561;8989;8065;5;
4;очно-заочно;476;14;11;15;11;14;17;18;20;58;106;8;108;76
5;заочно;18;;;;;1;1;2;5;5;;4;;
6;Численность экстернов, окончивших данный класс;77;;2;1;3;3;4;4;7;35;4;14;;
7;из них (из стр.06)  обучались:       в форме семейного образования;66;;2;1;3;3;4;4;7;35;3;4;;
8;в форме самообразования;11;;;;;;;;;;1;10;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
