;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Всего (сумма граф 4 – 16);Программы начального общего образования 1-й класс;Программы начального общего образования 2-й класс;Программы начального общего образования 3-й класс;Программы начального общего образования 4-й класс;Программы основного общего образования 5-й класс;Программы основного общего образования 6-й класс;Программы основного общего образования 7-й класс;Программы основного общего образования 8-й класс;Программы основного общего образования 9-й класс;Программы среднего общего образования 10-й класс;Программы среднего общего образования 11-й класс (выпускной);Программы среднего общего образования 11-й класс;Программы среднего общего образования 12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 06);144548;15216;15515;15394;14922;15340;14602;14598;14463;13829;5540;5104;21;4
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05);144331;15204;15494;15382;14901;15324;14580;14586;14444;13786;5524;5081;21;4
3;в том числе обучались:       очно;144162;15204;15494;15382;14901;15323;14577;14579;14410;13722;5494;5064;12;
4;очно-заочно;148;;;;;;;;27;63;29;17;8;4
5;заочно;21;;;;;1;3;7;7;1;1;;1;
6;Численность экстернов, окончивших данный класс;217;12;21;12;21;16;22;12;19;43;16;23;;
7;из них (из стр.06)  обучались:       в форме семейного образования;195;12;21;12;21;16;22;12;19;41;7;12;;
8;в форме самообразования;17;;;;;;;;;;9;8;;
9;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;
