;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17
№ строки;Наименование показателей;Всего  (сумма граф 4 - 17);1-й класс;1-й класс первого года обучения;1-й класс второго года обучения;2-й класс;3-й класс;4-й класс;5-й класс;6-й класс;7-й класс;8-й класс;9-й класс;10-й класс;11-й класс;12-й класс
1;Всего обучающихся, окончивших классы (сумма строк 02, 11);2438;136;94;75;228;239;245;287;249;285;256;295;49;;
2;Численность обучающихся, окончивших данный класс – всего  (сумма строк 03–05) (сумма строк 06–10);2434;136;94;75;227;239;244;286;249;285;256;294;49;;
3;в том числе (из строки 02) обучались:       очно;2434;136;94;75;227;239;244;286;249;285;256;294;49;;
4;очно-заочно;;;;;;;;;;;;;;;
5;заочно;;;;;;;;;;;;;;;
6;в том числе (из строки 02)  по программам с нормативным    сроком освоения:       9 лет;1358;77;;;121;148;118;172;163;184;171;204;;;
7;10 лет;335;;24;26;23;25;45;33;13;32;23;43;48;;
8;11 лет;11;5;5;1;;;;;;;;;;;
9;12 лет;307;54;;;27;30;33;27;27;36;30;43;;;
10;13 лет;423;;65;48;56;36;48;54;46;33;32;4;1;;
11;Численность экстернов, окончивших данный класс (сумма строк 12–16);4;;;;1;;1;1;;;;1;;;
12;в том числе по программам с нормативным сроком освоения:       9 лет;1;;;;;;;;;;;1;;;
13;10 лет;;;;;;;;;;;;;;;
14;11 лет;;;;;;;;;;;;;;;
15;12 лет;;;;;;;;;;;;;;;
16;13 лет;3;;;;1;;1;1;;;;;;;
17;Из строки 11 – обучались:       в форме семейного образования;4;;;;1;;1;1;;;;1;;;
18;по программам, не имеющим государственной аккредитации;;;;;;;;;;;;;;;
