;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;
1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16
№ строки;Наименование показателей;Общая численность обучающихся (сумма граф  4, 7, 10);Численность обучающихся по программам начального общего образования – всего (1–4 классы);Численность обучающихся по программам из графы 4 девочки;Численность обучающихся по программам из графы 4 обучающиеся 1-х классов без оставленных на повторное обучение;Численность обучающихся по программам основного общего образования – всего (5-9 классы);Численность обучающихся по программам из графы 7 девочки;Численность обучающихся по программам из графы 7 обучающиеся 5-х классов без оставленных на повторное обучение;Численность обучающихся по программам среднего общего образования – всего (10-11(12) классы;Численность обучающихся по программам из графы 10 девочки;Численность обучающихся по программам из графы 10 обучающиеся 10-х классов без оставленных на повторное обучение;из них (из графы 3) обучающиеся по очно-заочной и заочной формам обучения*;из них (из графы 3) обучающиеся иностранные граждане;из них (из графы 3) из них (из гр. 14) девочки;из них (из графы 3) обучающиеся лица без гражданства
1;Всего;353328;148409;73024;33379;178909;87289;36957;26010;13187;13596;1797;3882;1607;274
2;В том числе в возрасте (число полных лет на 1 января следующего календарного года):    5 лет;;;;;;;;;;;;;;
3;6 лет;1274;1274;747;1274;;;;;;;;33;7;
4;7 лет;28799;28799;14188;27008;;;;;;;;343;153;26
5;8 лет;37401;37401;18314;4748;;;;;;;;444;175;38
6;9 лет;38925;38924;19405;291;1;;1;;;;1;460;207;37
7;10 лет;38255;36569;17994;25;1686;939;1684;;;;;478;205;34
8;11 лет;37730;4873;2145;14;32857;16203;30696;;;;1;459;192;30
9;12 лет;37144;408;164;8;36736;18252;4256;;;;;370;166;22
10;13 лет;35017;83;31;2;34934;17068;266;;;;;390;138;21
11;14 лет;35122;34;15;3;35088;17163;45;;;;2;388;155;24
12;15 лет;33305;21;11;3;32260;15552;2;1024;551;1024;13;301;108;27
13;16 лет;16357;15;6;2;4336;1769;5;12006;6251;11053;57;139;63;10
14;17 лет;11326;3;2;;433;158;2;10890;5651;1095;112;60;31;4
15;18 лет;1111;4;2;1;150;78;;957;455;36;119;13;5;1
16;19 лет;132;;;;61;32;;71;29;37;102;2;1;
17;20 лет;81;1;;;35;7;;45;15;21;73;;;
18;21 год;79;;;;25;7;;54;19;17;76;;;
19;22 года;85;;;;20;2;;65;16;18;84;;;
20;23 года;98;;;;30;4;;68;21;23;97;;;
21;24 года;71;;;;21;5;;50;15;16;70;;;
22;25 лет;74;;;;18;2;;56;13;21;74;1;1;
23;26 лет;75;;;;17;;;58;16;16;75;;;
24;27 лет;75;;;;15;3;;60;18;21;74;;;
25;28 лет;85;;;;14;1;;71;17;27;84;;;
26;29 лет;98;;;;19;1;;79;13;23;98;;;
27;30–34 года;272;;;;52;15;;220;49;64;268;1;;
28;35–39 лет;154;;;;42;10;;112;19;35;149;;;
29;40 лет и старше;183;;;;59;18;;124;19;49;168;;;
*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05;*Заполняется организацией, указавшей в подразделе 1.2 код «1» по строке 04 или по строке 05
